"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.934498034E0,-1.023613095E0,-8.003230095E-1,-2.461687088E0,2.783559593E0
2.939178815E0,-9.980285168E-1,-7.608194351E-1,-2.446403503E0,2.749508544E0
2.943859596E0,-9.294624925E-1,-7.016432285E-1,-2.424132824E0,2.689353769E0
2.948540377E0,-8.605774641E-1,-6.584366560E-1,-2.430774689E0,2.661352662E0
2.953221159E0,-7.980293632E-1,-6.141188145E-1,-2.442473412E0,2.641906347E0
2.957901940E0,-7.292991877E-1,-5.995494127E-1,-2.430603027E0,2.607521405E0
2.962582721E0,-6.896816492E-1,-5.786790848E-1,-2.400023937E0,2.563326971E0
2.967263502E0,-6.358276606E-1,-5.871875286E-1,-2.350810528E0,2.505070088E0
2.971944336E0,-5.099660158E-1,-5.701628923E-1,-2.299696922E0,2.423583503E0
2.976625117E0,-4.146868885E-1,-5.205080509E-1,-2.239516735E0,2.336306712E0
2.981305898E0,-3.545590043E-1,-4.264404774E-1,-2.160703182E0,2.230740193E0
2.985986680E0,-2.934013009E-1,-3.382861614E-1,-2.091934681E0,2.139325258E0
2.990667461E0,-2.045444846E-1,-2.990970612E-1,-2.042741776E0,2.074630439E0
2.995348242E0,-1.379549801E-1,-2.109026909E-1,-1.977244377E0,1.993240289E0
3.000029023E0,-9.100921452E-2,-1.742618084E-1,-1.945607662E0,1.955515029E0
3.004709805E0,-7.295584679E-2,-1.556229591E-1,-1.904781818E0,1.912520545E0
3.009390586E0,-5.245698243E-2,-1.193153858E-1,-1.866675854E0,1.871220628E0
3.014071367E0,-4.157000408E-2,-7.500576973E-2,-1.816926479E0,1.818949082E0
3.018752200E0,-5.264308304E-2,3.573656082E-3,-1.719711781E0,1.720521047E0
3.023432982E0,-8.844341338E-2,1.161816120E-1,-1.627610683E0,1.634147160E0
3.028113763E0,-1.206751689E-1,3.008034229E-1,-1.528614998E0,1.562596879E0
3.032794544E0,-1.570784450E-1,4.689874649E-1,-1.410800934E0,1.494985671E0
3.037475325E0,-1.767386347E-1,6.544532776E-1,-1.264705658E0,1.434930674E0
3.042156107E0,-2.132744342E-1,8.305981159E-1,-1.150020599E0,1.434547522E0
3.046836888E0,-2.261199206E-1,9.187054634E-1,-1.014164925E0,1.386968075E0
3.051517669E0,-2.298314422E-1,9.809484482E-1,-9.025459290E-1,1.352653505E0
3.056198450E0,-1.933510602E-1,9.886448383E-1,-8.318328857E-1,1.306426117E0
3.060879284E0,-1.476698518E-1,9.701712132E-1,-7.612495422E-1,1.241990110E0
3.065560065E0,-1.145021394E-1,9.613788128E-1,-6.238946915E-1,1.151783203E0
3.070240846E0,-5.579922348E-2,9.191155434E-1,-4.962892532E-1,1.046035352E0
3.074921627E0,-4.576800019E-2,8.909180164E-1,-3.711805344E-1,9.662321724E-1
3.079602409E0,-2.461264282E-2,8.408751488E-1,-2.389936447E-1,8.745254486E-1
3.084283190E0,-2.329646796E-2,8.023324013E-1,-1.140384674E-1,8.107310156E-1
3.088963971E0,-8.152119815E-3,7.846381664E-1,-3.448486328E-2,7.854379129E-1
3.093644752E0,-4.107652605E-2,7.925660610E-1,3.317832947E-2,7.943230096E-1
3.098325534E0,-1.072548702E-1,8.163290024E-1,8.424568176E-2,8.276436324E-1
3.103006367E0,-1.658305526E-1,8.607344627E-1,1.545648575E-1,8.900864467E-1
3.107687148E0,-2.379507720E-1,8.827457428E-1,2.226076126E-1,9.409648057E-1
3.112367930E0,-3.690034747E-1,9.375638962E-1,2.692136765E-1,1.042912090E0
3.117048711E0,-4.302155077E-1,9.513711929E-1,3.755674362E-1,1.109614090E0
3.121729492E0,-5.059064627E-1,9.554216862E-1,4.698619843E-1,1.178788459E0
3.126410273E0,-5.653556585E-1,9.140772820E-1,5.138359070E-1,1.191298299E0
3.131091055E0,-5.850427151E-1,8.135027885E-1,5.217876434E-1,1.129745153E0
3.135771836E0,-6.724763513E-1,6.969571114E-1,5.654039383E-1,1.121452305E0
3.140452617E0,-7.175838947E-1,5.598204136E-1,5.968170166E-1,1.088354764E0
3.145133450E0,-8.089828491E-1,4.837405682E-1,7.139062881E-1,1.182421404E0
3.149814232E0,-8.988496065E-1,4.663455486E-1,8.448419571E-1,1.318774703E0
3.154495013E0,-1.039834976E0,5.627439022E-1,1.032550812E0,1.569744774E0
3.159175794E0,-1.234329820E0,7.871518135E-1,1.219600677E0,1.905414363E0
3.163856575E0,-1.443966627E0,1.053307772E0,1.444240570E0,2.297896365E0
3.168537357E0,-1.614192843E0,1.344587088E0,1.684870720E0,2.693013612E0
3.173218138E0,-1.681205630E0,1.570461988E0,2.015464783E0,3.058578349E0
3.177898919E0,-1.608026743E0,1.575842381E0,2.395242691E0,3.287281059E0
3.182579752E0,-1.343778610E0,1.402390718E0,2.869360924E0,3.464920315E0
3.187260534E0,-9.182404280E-1,1.005556583E0,3.330055237E0,3.597718361E0
3.191941315E0,-4.364338517E-1,4.651017189E-1,3.727104187E0,3.781282816E0
3.196622096E0,6.437782943E-2,-1.179687977E-1,4.048636436E0,4.050866344E0
3.201302877E0,5.041238666E-1,-6.667782068E-1,4.352121353E0,4.431669474E0
3.205983659E0,9.155619740E-1,-1.131096125E0,4.635262489E0,4.858321780E0
3.210664440E0,1.314734101E0,-1.511108398E0,4.871896744E0,5.267575555E0
3.215345221E0,1.607921720E0,-1.831386209E0,5.050320625E0,5.607595395E0
3.220026002E0,1.875904322E0,-2.073699951E0,5.154086113E0,5.863774567E0
3.224706784E0,2.012852192E0,-2.268068552E0,5.219383240E0,6.036362341E0
3.229387617E0,2.046767950E0,-2.451744795E0,5.170041084E0,6.076975925E0
3.234068398E0,1.909895182E0,-2.645514727E0,5.035149574E0,5.999931584E0
3.238749180E0,1.824768543E0,-2.747923136E0,4.912991524E0,5.917630227E0
3.243429961E0,1.681152105E0,-2.738672495E0,4.669889450E0,5.668727098E0
3.248110742E0,1.485856056E0,-2.683659077E0,4.377873421E0,5.345612214E0
3.252791523E0,1.162144661E0,-2.583937883E0,3.958296776E0,4.867795041E0
3.257472305E0,8.458395600E-1,-2.428293228E0,3.528512001E0,4.366056516E0
3.262153086E0,5.733590722E-1,-2.300801277E0,3.117266655E0,3.916602934E0
3.266833867E0,4.019114673E-1,-2.144630194E0,2.781964302E0,3.535575890E0
3.271514700E0,2.475192845E-1,-2.024621487E0,2.460391045E0,3.195916465E0
3.276195482E0,1.938587725E-1,-1.904728055E0,2.159626007E0,2.886096789E0
3.280876263E0,1.192361042E-1,-1.808691740E0,1.884331703E0,2.614629807E0
3.285557044E0,1.200528443E-1,-1.750406027E0,1.636733055E0,2.399422647E0
3.290237825E0,9.968028218E-2,-1.695974350E0,1.404735565E0,2.204438060E0
3.294918607E0,1.891197115E-1,-1.699578762E0,1.166665077E0,2.070130826E0
3.299599388E0,3.378813863E-1,-1.724681973E0,1.020400047E0,2.032217507E0
3.304280169E0,5.699194074E-1,-1.751060009E0,8.939762115E-1,2.047000917E0
3.308961002E0,8.121643066E-1,-1.785187483E0,7.920866013E-1,2.115161080E0
3.313641784E0,9.784086943E-1,-1.790261507E0,5.664625168E-1,2.117356753E0
3.318322565E0,1.112538099E0,-1.763378143E0,2.220354080E-1,2.096793557E0
3.323003346E0,1.221239567E0,-1.737290502E0,5.278301239E-2,2.124238784E0
3.327684127E0,1.251966834E0,-1.682083607E0,1.418819427E-1,2.101655704E0
3.332364909E0,1.329892993E0,-1.572672606E0,4.051055908E-1,2.099053367E0
3.337045690E0,1.328924775E0,-1.400766730E0,6.962146759E-1,2.052535838E0
3.341726471E0,1.306401014E0,-1.184372187E0,5.967893600E-1,1.861606464E0
3.346407305E0,1.280375004E0,-9.708986282E-1,2.745418549E-1,1.630146474E0
3.351088034E0,1.279051304E0,-7.984359264E-1,-1.507873535E-1,1.515324715E0
3.355768867E0,1.334955215E0,-6.669855118E-1,-5.142002106E-1,1.578409629E0
3.360449648E0,1.408235788E0,-6.126693487E-1,-7.942438126E-1,1.728963562E0
3.365130430E0,1.494422674E0,-6.524457932E-1,-9.575424194E-1,1.890997654E0
3.369811211E0,1.540677905E0,-6.956945658E-1,-1.083062172E0,2.007661078E0
3.374491992E0,1.534945130E0,-7.571727037E-1,-1.139720917E0,2.056290550E0
3.379172773E0,1.503333688E0,-8.064384460E-1,-1.220680237E0,2.097716707E0
3.383853555E0,1.443320870E0,-7.605782747E-1,-1.309046745E0,2.091711698E0
3.388534336E0,1.364330411E0,-7.014985085E-1,-1.368862152E0,2.056035316E0
3.393215169E0,1.266198993E0,-5.725111961E-1,-1.440665245E0,2.001635658E0
3.397895950E0,1.162930131E0,-4.436212778E-1,-1.481308937E0,1.934808129E0
3.402576732E0,1.016097069E0,-3.319990635E-1,-1.524205208E0,1.861686909E0
3.407257513E0,8.876358867E-1,-2.046669722E-1,-1.564477921E0,1.810352783E0
3.411938294E0,7.247795463E-1,-1.025445461E-1,-1.625975609E0,1.783148187E0
3.416619075E0,5.965988040E-1,-1.628708839E-2,-1.691897392E0,1.794076974E0
3.421299857E0,4.957255423E-1,2.745330334E-2,-1.793231964E0,1.860692982E0
3.425980638E0,4.075561166E-1,3.109908104E-2,-1.901252747E0,1.944693073E0
3.430661471E0,3.127186298E-1,5.186092854E-2,-2.008748531E0,2.033605950E0
3.435342252E0,2.133079320E-1,7.054507732E-2,-2.113323212E0,2.125232194E0
3.440023034E0,1.256899387E-1,4.203438759E-2,-2.212643147E0,2.216608794E0
3.444703815E0,6.883990020E-2,5.230665207E-2,-2.330594540E0,2.332197639E0
3.449384596E0,-1.478648186E-2,1.038113832E-1,-2.393095016E0,2.395391242E0
3.454065377E0,-1.422789991E-1,1.275310516E-1,-2.448078156E0,2.455523190E0
3.458746159E0,-2.469112426E-1,1.761287451E-1,-2.507516861E0,2.525792411E0
3.463426940E0,-3.432418704E-1,2.210052013E-1,-2.549922466E0,2.582394793E0
3.468107721E0,-4.194817245E-1,2.838935852E-1,-2.606428623E0,2.655189382E0
3.472788555E0,-5.091860294E-1,3.049712181E-1,-2.660278797E0,2.725685443E0
3.477469336E0,-5.764558315E-1,3.562022448E-1,-2.709130287E0,2.792591678E0
3.482150117E0,-6.236921549E-1,4.041171074E-1,-2.772110939E0,2.870000279E0
3.486830898E0,-6.509159207E-1,4.417189360E-1,-2.830114365E0,2.937406079E0
3.491511680E0,-6.700766087E-1,4.547895193E-1,-2.859270096E0,2.971743873E0
3.496192461E0,-6.836472750E-1,4.698432684E-1,-2.897888184E0,3.014279718E0
3.500873242E0,-6.748524904E-1,4.823193550E-1,-2.914933205E0,3.030658910E0
3.505554023E0,-6.579487324E-1,4.708790779E-1,-2.929577351E0,3.039251074E0
3.510234805E0,-6.423947215E-1,5.100212097E-1,-2.939506054E0,3.051800854E0
3.514915638E0,-6.041320562E-1,5.162318945E-1,-2.928035259E0,3.033951448E0
3.519596419E0,-5.740303397E-1,5.470178127E-1,-2.909549236E0,3.015661797E0
3.524277200E0,-5.207155347E-1,5.524653196E-1,-2.857825279E0,2.956945709E0
3.528957982E0,-4.416590333E-1,5.687012672E-1,-2.806411743E0,2.897314395E0
3.533638763E0,-3.843192160E-1,5.624767542E-1,-2.733842373E0,2.817441300E0
3.538319544E0,-3.148824871E-1,5.792512894E-1,-2.659264565E0,2.739775732E0
3.543000325E0,-2.570092678E-1,5.715863705E-1,-2.575590134E0,2.650741270E0
3.547681107E0,-1.720207185E-1,5.681904554E-1,-2.480436802E0,2.550489806E0
3.552361940E0,-9.792380035E-2,5.665860176E-1,-2.357073784E0,2.426191585E0
3.557042721E0,-2.020689845E-2,5.908612013E-1,-2.224694252E0,2.301910031E0
3.561723502E0,4.699042439E-2,5.764888525E-1,-2.114378452E0,2.192063808E0
3.566404284E0,1.088138074E-1,5.853483677E-1,-2.028417110E0,2.113988914E0
3.571085065E0,1.630290598E-1,5.742039680E-1,-1.923719406E0,2.014195875E0
3.575765846E0,1.905889511E-1,5.476127863E-1,-1.816982269E0,1.907256794E0
3.580446627E0,2.203975618E-1,5.053503513E-1,-1.741601944E0,1.826781704E0
3.585127409E0,2.594167292E-1,4.661129713E-1,-1.630533218E0,1.715574807E0
3.589808190E0,2.691181302E-1,4.008343220E-1,-1.500471115E0,1.576231674E0
3.594489023E0,2.899116874E-1,3.619836569E-1,-1.394428253E0,1.469527512E0
3.599169805E0,2.545183003E-1,3.253785372E-1,-1.283646584E0,1.348480370E0
3.603850586E0,2.414861768E-1,3.075197935E-1,-1.184823990E0,1.247674591E0
3.608531367E0,1.836156100E-1,2.676175833E-1,-1.105089188E0,1.151762118E0
3.613212148E0,1.474311799E-1,2.390402555E-1,-1.013340950E0,1.051539860E0
3.617892930E0,9.203222394E-2,2.145423889E-1,-9.430484772E-1,9.715136629E-1
3.622573711E0,7.648169994E-3,1.796658039E-1,-8.511552811E-1,8.699446006E-1
3.627254492E0,-5.085700750E-2,1.464197636E-1,-7.735538483E-1,7.889301227E-1
3.631935273E0,-1.217964292E-1,1.197687387E-1,-7.198247910E-1,7.398152814E-1
3.636616107E0,-1.764768362E-1,9.475159645E-2,-6.707878113E-1,7.000558738E-1
3.641296888E0,-2.389161885E-1,1.001741886E-1,-5.858449936E-1,6.405701911E-1
3.645977669E0,-2.947825491E-1,1.069296598E-1,-4.769153595E-1,5.707704999E-1
3.650658450E0,-3.779486716E-1,7.690978050E-2,-3.631963730E-1,5.297847846E-1
3.655339232E0,-4.479139149E-1,1.033823490E-1,-2.351503372E-1,5.163433609E-1
3.660020013E0,-5.456414819E-1,1.264427900E-1,-9.279346466E-2,5.677350024E-1
3.664700794E0,-6.401847601E-1,1.842174530E-1,2.801704407E-2,6.667514918E-1
3.669381627E0,-7.220579386E-1,2.215840816E-1,1.703453064E-1,7.742639700E-1
3.674062409E0,-7.628396749E-1,3.054243326E-1,2.815866470E-1,8.686192678E-1
3.678743190E0,-7.914512157E-1,3.566557169E-1,4.119892120E-1,9.609024082E-1
3.683423971E0,-7.815486193E-1,3.872773647E-1,5.376338959E-1,1.024622959E0
3.688104752E0,-6.712047458E-1,3.664833307E-1,6.871538162E-1,1.028108073E0
3.692785534E0,-5.801560879E-1,3.207746744E-1,8.413715363E-1,1.071159904E0
3.697466315E0,-4.699623585E-1,2.336988449E-1,9.882993698E-1,1.119024313E0
3.702147096E0,-3.237061203E-1,1.512269974E-1,1.127855301E0,1.183094602E0
3.706827877E0,-1.528429091E-1,4.757475853E-2,1.240858078E0,1.251140712E0
3.711508711E0,9.520858526E-3,-3.373122215E-2,1.355938911E0,1.356391822E0
3.716189492E0,1.663373113E-1,-1.185934544E-1,1.473034859E0,1.487132880E0
3.720870273E0,2.824239731E-1,-1.971129179E-1,1.608827591E0,1.645279010E0
3.725551055E0,3.659369648E-1,-1.829977036E-1,1.660509109E0,1.710172074E0
3.730231836E0,3.678648472E-1,-8.340322971E-2,1.726179123E0,1.766911149E0
3.734912617E0,3.037654459E-1,7.778835297E-2,1.758032799E0,1.785778204E0
3.739593398E0,1.653319299E-1,3.790950775E-1,1.753818512E0,1.801923166E0
3.744274180E0,-3.500273824E-2,7.365937233E-1,1.780529976E0,1.927195501E0
3.748954961E0,-1.781298816E-1,1.059597015E0,1.821343422E0,2.114655516E0
3.753635794E0,-2.844967842E-1,1.297755480E0,1.962274551E0,2.369731867E0
3.758316575E0,-2.938343883E-1,1.432275057E0,2.186354637E0,2.630189553E0
3.762997357E0,-1.934362054E-1,1.389526844E0,2.369077682E0,2.753312819E0
3.767678138E0,-8.933162689E-2,1.236987352E0,2.467375755E0,2.761532359E0
3.772358919E0,6.821838021E-2,9.558601379E-1,2.524313927E0,2.700089471E0
3.777039700E0,2.787775993E-1,6.183266640E-1,2.568545341E0,2.656589917E0
3.781720482E0,4.915577769E-1,3.012294769E-1,2.662140846E0,2.723850607E0
3.786401263E0,6.940891743E-1,-3.832626343E-2,2.809782982E0,2.894496345E0
3.791082096E0,8.595041037E-1,-3.188295364E-1,3.023300171E0,3.159231473E0
3.795762877E0,9.588057995E-1,-5.738217831E-1,3.278731346E0,3.463908088E0
3.800443659E0,1.009086132E0,-7.439968586E-1,3.547483444E0,3.762502483E0
3.805124440E0,1.063216567E0,-9.116095304E-1,3.829766273E0,4.077814502E0
3.809805221E0,1.018925190E0,-9.989514947E-1,4.082824707E0,4.324993667E0
3.814486002E0,8.916240335E-1,-1.021703482E0,4.283093452E0,4.492634076E0
3.819166784E0,7.088348866E-1,-9.814704657E-1,4.438135147E0,4.600301594E0
3.823847565E0,4.767165184E-1,-8.918431997E-1,4.502909660E0,4.615066450E0
3.828528398E0,2.563406229E-1,-7.807717323E-1,4.439577103E0,4.514992787E0
3.833209180E0,4.180404544E-2,-6.160650253E-1,4.238944054E0,4.283681872E0
3.837889961E0,-1.730320752E-1,-5.089827776E-1,3.932448387E0,3.969024299E0
3.842570742E0,-3.612865806E-1,-4.101915359E-1,3.563369751E0,3.605050495E0
3.847251523E0,-5.491828918E-1,-5.160653591E-1,3.167692184E0,3.256101823E0
3.851932305E0,-6.800146103E-1,-4.605175257E-1,2.788424492E0,2.906855244E0
3.856613086E0,-7.978752851E-1,-3.843996525E-1,2.413537979E0,2.570901328E0
3.861293867E0,-8.946264386E-1,-3.778229952E-1,2.133723259E0,2.344329675E0
3.865974648E0,-9.844270945E-1,-4.992660284E-1,2.017939568E0,2.300096383E0
3.870655482E0,-1.055455208E0,-6.298027039E-1,1.970046997E0,2.322008250E0
3.875336263E0,-1.112648010E0,-7.529952526E-1,1.963223457E0,2.378914414E0
3.880017044E0,-1.150691628E0,-8.072173595E-1,1.953986168E0,2.407021611E0
3.884697825E0,-1.166091800E0,-8.240997791E-1,1.941927910E0,2.410393026E0
3.889378607E0,-1.152126551E0,-8.041151762E-1,1.890810966E0,2.355666130E0
3.894059388E0,-1.048574209E0,-7.719980478E-1,1.790836334E0,2.214177869E0
3.898740169E0,-9.089969397E-1,-7.719610929E-1,1.646671295E0,2.033156590E0
3.903420950E0,-7.049248219E-1,-8.056031466E-1,1.518047333E0,1.857520697E0
3.908101784E0,-4.554676116E-1,-9.633938074E-1,1.400182724E0,1.759570980E0
3.912782565E0,-1.772229075E-1,-1.163847804E0,1.293098450E0,1.748729044E0
3.917463346E0,1.982924342E-2,-1.345122099E0,1.266183853E0,1.847422044E0
3.922144127E0,2.142626345E-1,-1.510449171E0,1.266927719E0,1.983045895E0
3.926824909E0,3.719573021E-1,-1.701488614E0,1.257250786E0,2.148044524E0
3.931505690E0,4.464270175E-1,-1.821428418E0,1.273228645E0,2.266717836E0
3.936186471E0,4.768527746E-1,-1.888425589E0,1.240993500E0,2.309459815E0
3.940867252E0,4.371047020E-1,-1.863369703E0,1.215839386E0,2.267481551E0
3.945548034E0,3.461566269E-1,-1.843280315E0,1.171721458E0,2.211433451E0
3.950228867E0,1.961989850E-1,-1.786115050E0,1.065840721E0,2.089190623E0
3.954909648E0,4.384474084E-2,-1.693578243E0,9.201107025E-1,1.927883122E0
3.959590430E0,-1.075976864E-1,-1.597466469E0,7.681779861E-1,1.775830453E0
3.964271211E0,-2.763894200E-1,-1.539014935E0,5.504198074E-1,1.657685147E0
3.968951992E0,-3.704747558E-1,-1.489962816E0,2.932929993E-1,1.563093574E0
3.973632773E0,-4.530330598E-1,-1.467154264E0,-3.180980682E-2,1.535836076E0
3.978313555E0,-4.891245961E-1,-1.449145198E0,-3.578748703E-1,1.570776591E0
3.982994336E0,-4.965496957E-1,-1.431020737E0,-6.873292923E-1,1.663371127E0
3.987675169E0,-4.833831787E-1,-1.400558949E0,-9.987277985E-1,1.786807735E0
3.992355950E0,-4.840351939E-1,-1.331210375E0,-1.318460464E0,1.935135429E0
3.997036732E0,-4.682633579E-1,-1.263141513E0,-1.603624344E0,2.094375346E0
4.001717513E0,-4.893752933E-1,-1.162438512E0,-1.840043068E0,2.230809262E0
4.006398294E0,-5.074449778E-1,-1.059636235E0,-2.047042847E0,2.360235957E0
4.011079075E0,-4.895266294E-1,-9.684697390E-1,-2.217641830E0,2.468907703E0
4.015759857E0,-4.670520723E-1,-8.667478561E-1,-2.399837971E0,2.593956779E0
4.020440638E0,-4.639043510E-1,-7.993112803E-1,-2.548336506E0,2.710742466E0
4.025121471E0,-4.535177648E-1,-7.272669077E-1,-2.730212212E0,2.861582471E0
4.029802252E0,-4.425814450E-1,-6.690821648E-1,-2.895356178E0,3.004436166E0
4.034483034E0,-4.327215850E-1,-6.027127504E-1,-3.041476727E0,3.130669466E0
4.039163815E0,-4.230569601E-1,-5.707869530E-1,-3.202106953E0,3.279979249E0
4.043844596E0,-4.414413273E-1,-5.370748043E-1,-3.324696541E0,3.396605199E0
4.048525377E0,-4.057810009E-1,-4.967427254E-1,-3.392549992E0,3.452652169E0
4.053206159E0,-4.208440185E-1,-4.735084772E-1,-3.475074768E0,3.532345483E0
4.057886940E0,-4.455507696E-1,-4.575499296E-1,-3.510164738E0,3.567789780E0
4.062567773E0,-4.363593757E-1,-4.061549902E-1,-3.519311905E0,3.569443607E0
4.067248555E0,-4.647828639E-1,-3.600937128E-1,-3.507308483E0,3.556248499E0
4.071929336E0,-4.730969369E-1,-3.052490950E-1,-3.533870697E0,3.578440977E0
4.076610117E0,-5.425068140E-1,-2.728760242E-1,-3.465087414E0,3.517897917E0
4.081290898E0,-5.916301608E-1,-2.655664682E-1,-3.442028999E0,3.502586962E0
4.085971680E0,-6.541740894E-1,-2.523947954E-1,-3.364241123E0,3.436533894E0
4.090652461E0,-7.135979533E-1,-2.239239216E-1,-3.279572010E0,3.363771177E0
4.095333242E0,-7.750133276E-1,-1.993799210E-1,-3.166519165E0,3.266074346E0
4.100014075E0,-8.076563478E-1,-1.860439777E-1,-3.072899818E0,3.182708663E0
4.104694857E0,-8.237653971E-1,-1.864583492E-1,-2.998660088E0,3.115336012E0
4.109375638E0,-8.188664913E-1,-1.958594322E-1,-2.922271252E0,3.041146579E0
4.114056419E0,-7.909522653E-1,-2.453310490E-1,-2.827013016E0,2.945809804E0
4.118737200E0,-7.785876393E-1,-2.535164356E-1,-2.736829281E0,2.856694560E0
4.123417982E0,-7.269779444E-1,-3.088624477E-1,-2.658895016E0,2.773736766E0
4.128098763E0,-6.840910912E-1,-3.228547573E-1,-2.557354450E0,2.666885374E0
4.132779544E0,-6.022618413E-1,-3.409776688E-1,-2.432231426E0,2.528781289E0
4.137460377E0,-5.054916143E-1,-3.224835396E-1,-2.295527458E0,2.372543723E0
4.142141159E0,-4.318718314E-1,-3.009245396E-1,-2.159184456E0,2.222419036E0
4.146821940E0,-3.548329175E-1,-2.859950066E-1,-2.030325890E0,2.080846645E0
4.151502721E0,-2.549611330E-1,-2.538626194E-1,-1.880233288E0,1.914348094E0
4.156183502E0,-1.509068459E-1,-2.427804470E-1,-1.725645065E0,1.749161546E0
4.160864284E0,-6.869100034E-2,-2.144556046E-1,-1.566566467E0,1.582668682E0
4.165545065E0,1.110970974E-2,-1.641821861E-1,-1.386254311E0,1.395987188E0
4.170225846E0,4.570482671E-2,-1.900265217E-1,-1.227735519E0,1.243194882E0
4.174906627E0,1.118567139E-1,-1.700685024E-1,-1.067070007E0,1.086311935E0
4.179587461E0,1.667462140E-1,-1.307117939E-1,-9.114122391E-1,9.357147763E-1
4.184268242E0,2.178620994E-1,-1.199164391E-1,-7.965745926E-1,8.344908198E-1
4.188949023E0,2.774448395E-1,-9.488105774E-2,-6.865968704E-1,7.465877822E-1
4.193629805E0,3.004573286E-1,-7.249236107E-2,-6.005640030E-1,6.754308776E-1
4.198310586E0,3.135122657E-1,-4.338335991E-2,-5.097293854E-1,5.999967525E-1
4.202991367E0,3.022628427E-1,-2.462291718E-2,-4.235820770E-1,5.209519076E-1
4.207672148E0,3.120362759E-1,-2.839732170E-2,-3.611879349E-1,4.781524544E-1
4.212352982E0,2.946828008E-1,7.291555405E-3,-2.603454590E-1,3.932821860E-1
4.217033763E0,2.523593009E-1,2.012085915E-2,-1.879911423E-1,3.153263948E-1
4.221714544E0,1.992111504E-1,3.388023376E-2,-1.560068130E-1,2.552862676E-1
4.226395325E0,1.299136281E-1,5.101203918E-2,-6.398582458E-2,1.535381537E-1
4.231076107E0,5.833675712E-2,6.436991692E-2,-9.991645813E-3,8.744424750E-2
4.235756888E0,-6.473287940E-3,5.475783348E-2,5.384063721E-2,7.706580305E-2
4.240437669E0,-4.575796798E-2,6.763744354E-2,6.774711609E-2,1.061050759E-1
4.245118450E0,-8.616795391E-2,4.114580154E-2,7.235145569E-2,1.198024474E-1
4.249799284E0,-1.373046488E-1,3.749299049E-2,8.200263977E-2,1.642641891E-1
4.254480065E0,-1.776438802E-1,1.659727097E-2,9.417152405E-2,2.017451202E-1
4.259160846E0,-2.263623327E-1,7.192707062E-2,7.534122467E-2,2.491780674E-1
4.263841627E0,-2.592903376E-1,1.247682571E-1,7.807350159E-2,2.981510838E-1
4.268522409E0,-2.811647058E-1,1.945416927E-1,9.748935699E-2,3.555337350E-1
4.273203190E0,-2.824532688E-1,2.315022945E-1,1.334571838E-1,3.888238436E-1
4.277883971E0,-2.487818152E-1,2.788975239E-1,2.121963501E-1,4.297714641E-1
4.282564752E0,-2.157972604E-1,3.108336926E-1,2.499074936E-1,4.534752445E-1
4.287245534E0,-1.664713770E-1,2.894706726E-1,3.134584427E-1,4.579980185E-1
4.291926367E0,-1.147973165E-1,2.650325298E-1,3.717527390E-1,4.707661465E-1
4.296607148E0,-2.686514705E-2,2.615804672E-1,4.319200516E-1,5.056688718E-1
4.301287930E0,4.022160172E-2,2.101330757E-1,5.034198761E-1,5.469965799E-1
4.305968711E0,1.179082841E-1,1.751642227E-1,6.006021500E-1,6.366378962E-1
4.310649492E0,1.753560305E-1,1.063830853E-1,6.995487213E-1,7.289962358E-1
4.315330273E0,1.864752620E-1,8.513998985E-2,8.743238449E-1,8.980334220E-1
4.320011055E0,1.155677438E-1,1.326420307E-1,1.029298782E0,1.044224973E0
4.324691836E0,-6.799429655E-2,2.627396584E-1,1.166985512E0,1.198127930E0
4.329372669E0,-3.140687346E-1,4.916067123E-1,1.320979118E0,1.444057534E0
4.334053450E0,-6.182264090E-1,8.258073330E-1,1.522450447E0,1.839026103E0
4.338734232E0,-8.308285475E-1,1.138148546E0,1.781015396E0,2.271051305E0
4.343415013E0,-9.652128816E-1,1.392541409E0,2.108634949E0,2.705022889E0
4.348095794E0,-9.512011409E-1,1.462424755E0,2.450269699E0,3.007871569E0
4.352776575E0,-8.091595769E-1,1.417382717E0,2.688805580E0,3.145375722E0
4.357457357E0,-5.729045868E-1,1.147806168E0,2.864967346E0,3.139063006E0
4.362138138E0,-2.326404005E-1,7.947990894E-1,2.933474541E0,3.048130579E0
4.366818971E0,1.550129056E-1,3.494386673E-1,2.903887749E0,2.928941864E0
4.371499752E0,5.167723894E-1,-5.623650551E-2,2.876589775E0,2.923180628E0
4.376180534E0,8.513062000E-1,-3.690783978E-1,2.884874344E0,3.030419293E0
4.380861315E0,1.152092695E0,-6.459333897E-1,2.959612846E0,3.240965246E0
4.385542096E0,1.371533632E0,-8.550633192E-1,3.107730865E0,3.502888653E0
4.390222877E0,1.550271988E0,-1.055660367E0,3.290772438E0,3.787736169E0
4.394903659E0,1.683687329E0,-1.190036178E0,3.513417244E0,4.073707139E0
4.399584440E0,1.779504061E0,-1.313115835E0,3.691957474E0,4.303656339E0
4.404265273E0,1.831475258E0,-1.408524036E0,3.812187195E0,4.457691419E0
4.408946055E0,1.895949364E0,-1.467427969E0,3.826517105E0,4.515551128E0
4.413626836E0,1.902728796E0,-1.488482475E0,3.828459740E0,4.526926212E0
4.418307617E0,1.850803852E0,-1.492264986E0,3.763319016E0,4.451393007E0
