"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.772830168E1,-2.427284479E0,-8.158072233E-1,1.249326706E0,2.849222453E0
1.773298225E1,-2.310789824E0,-7.018867135E-1,1.027902603E0,2.624686330E0
1.773766282E1,-2.098224401E0,-6.118077040E-1,8.706207275E-1,2.352622953E0
1.774234340E1,-1.818686008E0,-6.060965061E-1,7.437057495E-1,2.056227131E0
1.774702402E1,-1.471785188E0,-5.904275179E-1,6.661691666E-1,1.720040014E0
1.775170460E1,-1.089598179E0,-5.996743441E-1,6.068973541E-1,1.383892304E0
1.775638522E1,-7.008796930E-1,-5.714421272E-1,5.206604004E-1,1.043487279E0
1.776106579E1,-4.109852314E-1,-5.221825838E-1,3.837289810E-1,7.673535314E-1
1.776574637E1,-8.911371231E-2,-4.951401949E-1,3.803396225E-1,6.306847824E-1
1.777042699E1,2.014857531E-1,-4.837250710E-1,4.555368423E-1,6.943344062E-1
1.777510757E1,4.521458745E-1,-5.262641907E-1,5.829849243E-1,9.062346894E-1
1.777978814E1,6.855909824E-1,-5.564074516E-1,6.815023422E-1,1.115378720E0
1.778446876E1,8.435027599E-1,-5.800453424E-1,6.892004013E-1,1.234077266E0
1.778914934E1,9.125936627E-1,-5.832610130E-1,7.090120316E-1,1.294495525E0
1.779382991E1,9.919056296E-1,-5.840195417E-1,7.410984039E-1,1.369007833E0
1.779851053E1,1.028993368E0,-5.993152857E-1,7.400293350E-1,1.402016255E0
1.780319111E1,1.064556241E0,-6.367849112E-1,6.963138580E-1,1.422542795E0
1.780787168E1,1.053145647E0,-6.727287769E-1,5.956611633E-1,1.384374221E0
1.781255230E1,1.016421914E0,-7.147370577E-1,4.262323380E-1,1.313634871E0
1.781723288E1,9.544917345E-1,-7.197200060E-1,1.785173416E-1,1.208685153E0
1.782191345E1,8.814659119E-1,-7.422866821E-1,-8.057022095E-2,1.155189696E0
1.782659408E1,7.583280802E-1,-7.268439531E-1,-3.391990662E-1,1.103820464E0
1.783127465E1,5.574777126E-1,-7.400251627E-1,-5.162019730E-1,1.060605072E0
1.783595522E1,4.116280377E-1,-7.218571901E-1,-6.834287643E-1,1.075913714E0
1.784063585E1,2.452705204E-1,-6.855190992E-1,-8.483123779E-1,1.117912320E0
1.784531642E1,1.009246409E-1,-6.404273510E-1,-1.027626038E0,1.215050718E0
1.784999699E1,4.707857966E-3,-5.698674917E-1,-1.240474701E0,1.365118532E0
1.785467762E1,-6.247912347E-2,-4.905481339E-1,-1.439030647E0,1.521627522E0
1.785935819E1,-9.808696806E-2,-4.243539572E-1,-1.630406380E0,1.687578827E0
1.786403876E1,-1.378410161E-1,-3.523460627E-1,-1.773944378E0,1.813843033E0
1.786871939E1,-1.696587056E-1,-2.770901918E-1,-1.910293102E0,1.937726190E0
1.787339996E1,-1.958729774E-1,-1.964814663E-1,-2.051352978E0,2.070029041E0
1.787808053E1,-1.971166134E-1,-1.038581133E-1,-2.165946007E0,2.177375386E0
1.788276116E1,-1.994376928E-1,-4.975306988E-2,-2.325727463E0,2.334793137E0
1.788744173E1,-1.980500817E-1,1.581537724E-2,-2.468450069E0,2.476432859E0
1.789212236E1,-2.049876153E-1,7.391345501E-2,-2.594170094E0,2.603305897E0
1.789680293E1,-2.107259929E-1,1.433895826E-1,-2.719580173E0,2.731498185E0
1.790148350E1,-2.225325704E-1,1.909689903E-1,-2.849495411E0,2.864544291E0
1.790616413E1,-2.643322349E-1,2.715899944E-1,-2.993455887E0,3.017351621E0
1.791084470E1,-2.670448720E-1,3.710650206E-1,-3.139533043E0,3.172643998E0
1.791552527E1,-2.810894847E-1,4.365973473E-1,-3.261401176E0,3.302478793E0
1.792020590E1,-2.852718532E-1,4.971032143E-1,-3.354355812E0,3.402968491E0
1.792488647E1,-2.965669036E-1,5.551698208E-1,-3.439988613E0,3.497096956E0
1.792956704E1,-3.079680800E-1,5.774524212E-1,-3.530284405E0,3.590432232E0
1.793424767E1,-2.934809327E-1,6.049294472E-1,-3.594244480E0,3.656591866E0
1.793892824E1,-3.107546270E-1,6.331769228E-1,-3.631985664E0,3.699838013E0
1.794360882E1,-3.073042929E-1,6.647440195E-1,-3.684211731E0,3.756292936E0
1.794828944E1,-2.928859890E-1,7.213050127E-1,-3.669693470E0,3.751361525E0
1.795297001E1,-2.723582983E-1,7.789813280E-1,-3.657838821E0,3.749770099E0
1.795765059E1,-2.530401945E-1,8.618606329E-1,-3.600896835E0,3.711238487E0
1.796233121E1,-2.444654107E-1,9.175255299E-1,-3.539590359E0,3.664739601E0
1.796701178E1,-2.032871246E-1,9.886347055E-1,-3.442764282E0,3.587666392E0
1.797169236E1,-1.556949019E-1,9.963856936E-1,-3.348710537E0,3.497268593E0
1.797637298E1,-1.014693379E-1,1.012415409E0,-3.226316452E0,3.382957114E0
1.798105355E1,-8.575952053E-2,1.003251910E0,-3.111448765E0,3.270318411E0
1.798573413E1,-4.366672039E-2,1.014256954E0,-2.963432789E0,3.132500255E0
1.799041475E1,-1.103270054E-2,1.006950855E0,-2.839616299E0,3.012887729E0
1.799509532E1,-1.405090094E-2,1.036321759E0,-2.670657635E0,2.864711577E0
1.799977595E1,-1.426833868E-2,1.102105618E0,-2.497184277E0,2.729609805E0
1.800445652E1,-3.325206041E-2,1.106328964E0,-2.343109131E0,2.591376058E0
1.800913710E1,-5.892872810E-2,1.139603138E0,-2.124702930E0,2.411748422E0
1.801381772E1,-3.653371334E-2,1.147343516E0,-1.913825512E0,2.231694412E0
1.801849829E1,-8.878111839E-3,1.155369997E0,-1.724696159E0,2.075942074E0
1.802317887E1,1.939511299E-2,1.106245995E0,-1.533360481E0,1.890859788E0
1.802785949E1,4.129952192E-2,1.078876019E0,-1.349355698E0,1.728131914E0
1.803254007E1,8.821403980E-2,1.041861296E0,-1.177375793E0,1.574633429E0
1.803722064E1,1.006008387E-1,9.877649546E-1,-9.982118607E-1,1.407915854E0
1.804190126E1,1.239465475E-1,9.668402672E-1,-8.405523300E-1,1.287117348E0
1.804658184E1,1.078721881E-1,9.239062071E-1,-6.589403152E-1,1.139930449E0
1.805126241E1,1.023159027E-1,9.017182589E-1,-4.557685852E-1,1.015524183E0
1.805594303E1,3.035479784E-2,8.809261322E-1,-2.525720596E-1,9.169214304E-1
1.806062361E1,-1.263248920E-2,8.589165211E-1,-1.138668060E-1,8.665234096E-1
1.806530418E1,-7.475799322E-2,8.093152046E-1,4.644966125E-2,8.140868682E-1
1.806998480E1,-1.467401385E-1,7.702931166E-1,1.590290070E-1,8.001089793E-1
1.807466538E1,-2.000629306E-1,7.202925682E-1,2.764902115E-1,7.970529450E-1
1.807934595E1,-2.683162689E-1,6.880135536E-1,3.605699539E-1,8.218071318E-1
1.808402658E1,-3.323846459E-1,6.641607285E-1,4.423246384E-1,8.644305130E-1
1.808870715E1,-3.705298901E-1,6.627303362E-1,5.027084351E-1,9.106149947E-1
1.809338777E1,-4.402455091E-1,6.360442638E-1,5.560474396E-1,9.526579496E-1
1.809806835E1,-4.746320248E-1,6.274038553E-1,5.616750717E-1,9.666385275E-1
1.810274892E1,-4.881001711E-1,6.058609486E-1,6.152133942E-1,9.918653066E-1
1.810742949E1,-5.237859488E-1,6.001816988E-1,6.592245102E-1,1.033995525E0
1.811211012E1,-5.173718929E-1,5.600615740E-1,6.817541122E-1,1.022805608E0
1.811679069E1,-5.051640272E-1,5.288659334E-1,7.233581543E-1,1.028657810E0
1.812147132E1,-5.042176247E-1,4.804124832E-1,7.791738510E-1,1.045056677E0
1.812615189E1,-4.456561804E-1,4.794859886E-1,8.705959320E-1,1.089244473E0
1.813083246E1,-4.348988533E-1,4.903662205E-1,9.760131836E-1,1.175669076E0
1.813551309E1,-3.762065172E-1,4.792288542E-1,1.093078613E0,1.251404209E0
1.814019366E1,-2.960594893E-1,4.605810642E-1,1.245635986E0,1.360659821E0
1.814487423E1,-2.231729031E-1,4.370331764E-1,1.366684914E0,1.452112873E0
1.814955486E1,-9.512937069E-2,3.726600409E-1,1.492160797E0,1.540931195E0
1.815423543E1,9.511947632E-3,3.509558439E-1,1.629299164E0,1.666696207E0
1.815891600E1,1.151344180E-1,2.666965723E-1,1.742300034E0,1.766350023E0
1.816359663E1,1.958639622E-1,1.842733622E-1,1.838444710E0,1.858009234E0
1.816827720E1,2.974759340E-1,1.446783543E-1,1.901009560E0,1.929575369E0
1.817295777E1,3.704214096E-1,1.019604206E-1,1.968428612E0,2.005572025E0
1.817763840E1,4.582049847E-1,1.089283228E-1,1.988133430E0,2.043157293E0
1.818231897E1,4.849929214E-1,1.175833941E-1,1.977011681E0,2.039024074E0
1.818699954E1,4.943163395E-1,1.708253622E-1,1.942336082E0,2.011516693E0
1.819168017E1,4.601766467E-1,2.545255423E-1,1.922363281E0,1.992994326E0
1.819636074E1,4.374768734E-1,3.498203754E-1,1.847704887E0,1.930744328E0
1.820104137E1,3.710099459E-1,4.545353651E-1,1.790061951E0,1.883765528E0
1.820572194E1,3.076809049E-1,5.383706093E-1,1.730056763E0,1.837826666E0
1.821040251E1,2.727533579E-1,6.307612658E-1,1.760646820E0,1.890008305E0
1.821508314E1,2.742624283E-1,6.587226391E-1,1.828781128E0,1.963052676E0
1.821976371E1,3.159073591E-1,6.610336304E-1,1.910312653E0,2.045985667E0
1.822444428E1,4.134538770E-1,6.242998838E-1,2.050366402E0,2.182818553E0
1.822912491E1,5.280708075E-1,5.825980902E-1,2.205706596E0,2.341670537E0
1.823380548E1,6.769250631E-1,4.905589819E-1,2.354873657E0,2.498860860E0
1.823848605E1,7.768205404E-1,3.935290575E-1,2.519490242E0,2.665735612E0
1.824316668E1,8.935032487E-1,2.790387869E-1,2.745198250E0,2.900400685E0
1.824784725E1,9.752231240E-1,2.154366970E-1,3.003530502E0,3.165228047E0
1.825252782E1,1.056634068E0,1.660954952E-1,3.208679199E0,3.382260409E0
1.825720845E1,9.979761243E-1,1.872655153E-1,3.384925842E0,3.533942229E0
1.826188902E1,9.155393243E-1,2.010906935E-1,3.506360054E0,3.629491776E0
1.826656960E1,7.982133627E-1,1.992003918E-1,3.618706703E0,3.711046156E0
1.827125022E1,7.253698111E-1,1.660082340E-1,3.662446022E0,3.737275874E0
1.827593079E1,6.255415678E-1,9.813666344E-2,3.609130859E0,3.664254169E0
1.828061137E1,5.851427913E-1,-2.781510353E-3,3.401652336E0,3.451613889E0
1.828529199E1,5.234078169E-1,-1.544073820E-1,3.097729683E0,3.145429473E0
1.828997257E1,4.905071557E-1,-3.089942932E-1,2.730945587E0,2.791798442E0
1.829465319E1,4.528332651E-1,-4.306443930E-1,2.339603424E0,2.421622750E0
1.829933376E1,3.910439610E-1,-5.174829960E-1,1.921414375E0,2.027939159E0
1.830401434E1,2.922482491E-1,-5.212150812E-1,1.521681786E0,1.634805694E0
1.830869496E1,1.504718065E-1,-4.796005487E-1,1.142601967E0,1.248277896E0
1.831337553E1,2.406162024E-2,-3.703703880E-1,8.866844177E-1,9.612296513E-1
1.831805611E1,-8.363163471E-2,-3.169040680E-1,5.886077881E-1,6.737073302E-1
1.832273673E1,-1.209146976E-1,-2.729678154E-1,2.601795197E-1,3.960115842E-1
1.832741730E1,-2.224806547E-1,-1.870195866E-1,-5.584049225E-2,2.959596730E-1
1.833209788E1,-2.928893566E-1,-7.296621799E-2,-3.858661652E-1,4.898989096E-1
1.833677850E1,-3.392945528E-1,4.827582836E-2,-6.463451385E-1,7.315827959E-1
1.834145908E1,-3.619431257E-1,1.513075829E-1,-8.853559494E-1,9.683759435E-1
1.834613965E1,-4.158501625E-1,3.133540154E-1,-1.060056686E0,1.181034409E0
1.835082027E1,-4.867506027E-1,4.127967358E-1,-1.139555931E0,1.306106816E0
1.835550085E1,-5.177690983E-1,5.078392029E-1,-1.148096085E0,1.357980160E0
1.836018147E1,-5.401026011E-1,5.531399250E-1,-1.143165588E0,1.380037014E0
1.836486204E1,-5.539267063E-1,5.899332762E-1,-1.127313614E0,1.387693068E0
1.836954262E1,-5.949000120E-1,5.709182024E-1,-1.107802391E0,1.380970585E0
1.837422324E1,-5.716776848E-1,4.957364798E-1,-1.041493416E0,1.287353319E0
1.837890382E1,-5.843477249E-1,4.078209400E-1,-9.165191650E-1,1.160942532E0
1.838358439E1,-5.701735020E-1,3.043763638E-1,-7.758255005E-1,1.009776213E0
1.838826501E1,-5.668286085E-1,1.876059771E-1,-5.858612061E-1,8.364950848E-1
1.839294559E1,-5.283061266E-1,6.863713264E-2,-3.679647446E-1,6.474692831E-1
1.839762616E1,-5.092489719E-1,-6.720244884E-2,-1.196708679E-1,5.274199477E-1
1.840230678E1,-5.065574646E-1,-2.161647081E-1,6.127548218E-2,5.541500976E-1
1.840698736E1,-5.177199841E-1,-3.736163378E-1,2.490844727E-1,6.853219858E-1
1.841166793E1,-5.636935234E-1,-5.071167946E-1,4.320459366E-1,8.726863830E-1
1.841634855E1,-6.374783516E-1,-6.240884066E-1,6.149587631E-1,1.083530926E0
1.842102913E1,-7.082799673E-1,-7.414114475E-1,7.930288315E-1,1.296243100E0
1.842570975E1,-7.380121946E-1,-8.569113612E-1,9.495553970E-1,1.476690398E0
1.843039032E1,-7.266778350E-1,-9.659988880E-1,9.890089035E-1,1.561842866E0
1.843507090E1,-7.387742400E-1,-1.071189642E0,1.026268005E0,1.657244896E0
1.843975147E1,-7.144737840E-1,-1.184249401E0,1.035022736E0,1.727481258E0
1.844443210E1,-7.206727266E-1,-1.235846281E0,1.039200783E0,1.768226082E0
1.844911267E1,-6.976327300E-1,-1.295261145E0,1.026834488E0,1.794096409E0
1.845379329E1,-6.667544842E-1,-1.386073947E0,1.012245178E0,1.841304654E0
1.845847387E1,-6.278939247E-1,-1.448284507E0,9.691181183E-1,1.852287429E0
1.846315444E1,-5.618428588E-1,-1.458077550E0,9.142351151E-1,1.810382110E0
1.846783507E1,-5.211813450E-1,-1.474914432E0,8.571100235E-1,1.783715271E0
1.847251564E1,-4.891003966E-1,-1.467540979E0,7.833786011E-1,1.733948603E0
1.847719621E1,-4.534851909E-1,-1.433451295E0,7.217292786E-1,1.667730369E0
1.848187684E1,-4.335035682E-1,-1.389625788E0,6.697883606E-1,1.602373746E0
1.848655741E1,-4.460167289E-1,-1.343266845E0,6.036348343E-1,1.538724066E0
1.849123798E1,-4.002292156E-1,-1.313929796E0,5.615930557E-1,1.483907576E0
1.849591861E1,-4.112554789E-1,-1.270133972E0,4.933481216E-1,1.423293275E0
1.850059918E1,-4.120806456E-1,-1.255277038E0,4.252862930E-1,1.387947885E0
1.850527975E1,-3.815202713E-1,-1.223987222E0,3.263206482E-1,1.322946560E0
1.850996038E1,-4.008819461E-1,-1.212431312E0,2.395544052E-1,1.299262226E0
1.851464095E1,-3.769652843E-1,-1.192036033E0,1.339206696E-1,1.257373244E0
1.851932158E1,-3.934650421E-1,-1.179566860E0,3.095531464E-2,1.243845227E0
1.852400215E1,-3.858293891E-1,-1.189489126E0,-6.215286255E-2,1.252043001E0
1.852868272E1,-3.732781410E-1,-1.159926534E0,-1.549367905E-1,1.228320619E0
1.853336335E1,-3.772857189E-1,-1.139234304E0,-2.735948563E-1,1.230875079E0
1.853804392E1,-3.719491363E-1,-1.157724619E0,-3.967494965E-1,1.279094452E0
1.854272449E1,-3.810631633E-1,-1.163342237E0,-5.218973160E-1,1.330770868E0
1.854740512E1,-3.928480744E-1,-1.172341108E0,-6.443567276E-1,1.394241326E0
1.855208569E1,-4.144487381E-1,-1.161059380E0,-7.664785385E-1,1.451659736E0
1.855676626E1,-4.362487197E-1,-1.158121824E0,-9.073848724E-1,1.534570432E0
1.856144689E1,-4.414516687E-1,-1.132346630E0,-1.057501793E0,1.611024056E0
1.856612746E1,-4.277098179E-1,-1.064291239E0,-1.202541351E0,1.661853553E0
1.857080803E1,-4.522293806E-1,-1.037913680E0,-1.335274696E0,1.750638379E0
1.857548866E1,-4.314556122E-1,-1.000554442E0,-1.441392899E0,1.806896960E0
1.858016923E1,-4.180700183E-1,-9.420776367E-1,-1.556882858E0,1.867130699E0
1.858484986E1,-4.095744491E-1,-9.080882668E-1,-1.672133446E0,1.946382745E0
1.858953043E1,-3.822284937E-1,-8.791281581E-1,-1.791991234E0,2.032288740E0
1.859421100E1,-3.577506542E-1,-8.671618104E-1,-1.904517174E0,2.123002779E0
1.859889163E1,-3.363736272E-1,-8.000751734E-1,-1.978744984E0,2.160717291E0
1.860357220E1,-2.823199034E-1,-7.329242229E-1,-2.062524796E0,2.207009510E0
1.860825277E1,-2.075369954E-1,-6.967948675E-1,-2.122378349E0,2.243453710E0
1.861293340E1,-1.669161916E-1,-6.316553354E-1,-2.227678299E0,2.321508148E0
1.861761397E1,-6.708407402E-2,-5.876359940E-1,-2.287559509E0,2.362783283E0
1.862229454E1,4.163724184E-2,-5.334649086E-1,-2.369032383E0,2.428710131E0
1.862697517E1,8.303129673E-2,-4.646273851E-1,-2.388356209E0,2.434546813E0
1.863165574E1,1.717610955E-1,-4.144444466E-1,-2.386276722E0,2.428082096E0
1.863633632E1,2.289102674E-1,-3.709962368E-1,-2.389100552E0,2.428546801E0
1.864101694E1,2.714067698E-1,-2.772258520E-1,-2.356119633E0,2.387847468E0
1.864569751E1,3.207123280E-1,-2.190572023E-1,-2.325657845E0,2.357864895E0
1.865037814E1,3.530641794E-1,-1.656386852E-1,-2.292867184E0,2.325796726E0
1.865505871E1,3.949331641E-1,-1.171203852E-1,-2.288773060E0,2.325547572E0
1.865973928E1,4.274324477E-1,-9.746813774E-2,-2.277454376E0,2.319266473E0
1.866441991E1,4.530260265E-1,-7.793939114E-2,-2.289988995E0,2.335670509E0
1.866910048E1,4.839660525E-1,-3.252732754E-2,-2.302364349E0,2.352905175E0
1.867378105E1,4.795759320E-1,-3.040027618E-2,-2.297888756E0,2.347596640E0
1.867846168E1,4.733539224E-1,1.664030552E-2,-2.293257713E0,2.341660047E0
1.868314225E1,4.053656757E-1,6.351637840E-2,-2.286175728E0,2.322704269E0
1.868782282E1,3.568074703E-1,9.601294994E-2,-2.307749271E0,2.337142862E0
1.869250345E1,3.036764860E-1,1.308212280E-1,-2.298192978E0,2.321857999E0
1.869718402E1,2.718019485E-1,1.802167892E-1,-2.286336422E0,2.309477998E0
1.870186465E1,2.032104731E-1,2.087645531E-1,-2.224525452E0,2.243521923E0
1.870654522E1,1.430779099E-1,2.713431120E-1,-2.148674488E0,2.170460879E0
1.871122579E1,8.629298210E-2,3.201962709E-1,-2.044507027E0,2.071226958E0
1.871590642E1,3.918290138E-3,3.217946291E-1,-1.935960293E0,1.962526278E0
1.872058699E1,-4.181569815E-2,3.644566536E-1,-1.799099922E0,1.836120294E0
1.872526757E1,-1.011390090E-1,4.026389122E-1,-1.641107082E0,1.692802306E0
1.872994819E1,-1.501780748E-1,4.100611210E-1,-1.485907555E0,1.548749443E0
1.873462876E1,-2.103484869E-1,4.127421379E-1,-1.259331703E0,1.341834154E0
1.873930934E1,-2.407121658E-1,4.079368114E-1,-1.047392845E0,1.149515794E0
1.874398996E1,-2.603691816E-1,3.885076046E-1,-8.405084610E-1,9.618652414E-1
1.874867053E1,-2.930648327E-1,4.021563530E-1,-6.338472366E-1,8.058405846E-1
1.875335116E1,-3.070783615E-1,4.083218575E-1,-4.727830887E-1,6.960946116E-1
1.875803173E1,-3.543736935E-1,4.141161442E-1,-3.404617310E-1,6.426407128E-1
1.876271230E1,-3.815102577E-1,4.196739197E-1,-2.463798523E-1,6.183682618E-1
1.876739293E1,-4.334222674E-1,4.492404461E-1,-1.594638824E-1,6.442829892E-1
1.877207350E1,-4.569719434E-1,4.764366150E-1,-1.011714935E-1,6.678704038E-1
1.877675408E1,-5.140950680E-1,5.209555626E-1,-5.007648468E-2,7.336184917E-1
1.878143470E1,-5.521470308E-1,5.257766247E-1,-2.537441254E-2,7.628573022E-1
1.878611527E1,-5.542988181E-1,5.606355667E-1,-8.316040039E-4,7.883908358E-1
1.879079585E1,-5.826781392E-1,5.564932823E-1,1.153373718E-2,8.058111530E-1
1.879547647E1,-6.276255250E-1,5.495181084E-1,4.504203796E-3,8.342087502E-1
1.880015704E1,-6.796156764E-1,5.685141087E-1,1.153182983E-2,8.861256922E-1
1.880483762E1,-7.961170673E-1,6.138238907E-1,6.357192993E-2,1.007285235E0
1.880951824E1,-9.125849009E-1,6.517882347E-1,9.608268738E-2,1.125553636E0
1.881419882E1,-1.003433943E0,7.497062683E-1,1.424198151E-1,1.260643713E0
1.881887944E1,-1.030701399E0,8.256633282E-1,2.935037613E-1,1.352852454E0
1.882356001E1,-1.131669283E0,9.281985760E-1,4.079885483E-1,1.519434967E0
1.882824059E1,-1.187502623E0,1.004348040E0,6.341238022E-1,1.679580442E0
1.883292121E1,-1.211078882E0,1.037621021E0,8.952007294E-1,1.828866804E0
1.883760178E1,-1.176886320E0,1.069104671E0,1.121744156E0,1.945856151E0
1.884228236E1,-1.147485018E0,1.048658848E0,1.354404449E0,2.061751357E0
1.884696298E1,-1.075438380E0,1.010048509E0,1.605069160E0,2.180140525E0
1.885164355E1,-9.683953524E-1,9.536206722E-1,1.899937630E0,2.336010476E0
1.885632413E1,-7.711841464E-1,8.598328829E-1,2.205641747E0,2.489757636E0
1.886100475E1,-5.335829854E-1,6.453567743E-1,2.510248184E0,2.646231682E0
1.886568532E1,-2.691062093E-1,4.176018238E-1,2.778072357E0,2.822143770E0
1.887036590E1,-3.908234835E-2,1.716040373E-1,3.059492111E0,3.064550106E0
1.887504652E1,1.983250082E-1,-7.622694969E-2,3.261472702E0,3.268386076E0
1.887972710E1,3.199553788E-1,-2.425113916E-1,3.491813660E0,3.514818040E0
1.888440772E1,3.820926547E-1,-3.568298817E-1,3.702928543E0,3.739652679E0
1.888908829E1,3.709832728E-1,-4.054907560E-1,3.926056862E0,3.964337754E0
1.889376887E1,2.942918241E-1,-4.780753851E-1,4.106427193E0,4.144623993E0
1.889844949E1,1.928978860E-1,-5.655134916E-1,4.241788864E0,4.283665238E0
1.890313007E1,9.116500616E-2,-6.617061496E-1,4.289367676E0,4.341064517E0
1.890781064E1,-8.652627468E-3,-7.914654016E-1,4.321075439E0,4.392969987E0
1.891249126E1,-1.354075670E-1,-9.391566515E-1,4.310768127E0,4.413963329E0
1.891717184E1,-2.226802707E-1,-1.072015166E0,4.227458000E0,4.366944488E0
1.892185241E1,-3.689126968E-1,-1.214805245E0,4.083235741E0,4.276056884E0
1.892653303E1,-4.146825075E-1,-1.308331966E0,3.894885063E0,4.129627558E0
1.893121361E1,-4.872993827E-1,-1.365096569E0,3.683958054E0,3.958850372E0
1.893589423E1,-5.467352271E-1,-1.369145036E0,3.395528793E0,3.701768945E0
1.894057480E1,-6.010580063E-1,-1.332939148E0,3.070282936E0,3.400681521E0
1.894525538E1,-6.368153691E-1,-1.244357944E0,2.712927818E0,3.051874482E0
1.894993600E1,-6.783921123E-1,-1.172850609E0,2.364093781E0,2.724836474E0
1.895461658E1,-7.075628638E-1,-1.132093072E0,2.011666298E0,2.414349027E0
1.895929715E1,-7.779840827E-1,-1.054000139E0,1.700829506E0,2.146857362E0
1.896397777E1,-7.517963648E-1,-9.855968952E-1,1.409853935E0,1.877308481E0
1.896865835E1,-6.752815843E-1,-8.899875879E-1,1.117008209E0,1.579807097E0
1.897333897E1,-6.232597232E-1,-8.019031286E-1,8.364229202E-1,1.315714487E0
1.897801954E1,-5.459474921E-1,-7.055234909E-1,5.774078369E-1,1.062648517E0
1.898270012E1,-4.819424152E-1,-5.951728225E-1,4.043035507E-1,8.660026220E-1
1.898738074E1,-3.643050790E-1,-5.007235408E-1,2.618646622E-1,6.723208729E-1
1.899206132E1,-2.384082675E-1,-3.783214092E-1,1.810178757E-1,4.824241516E-1
1.899674189E1,-8.473569155E-2,-2.729777098E-1,1.449422836E-1,3.204765717E-1
1.900142251E1,9.503626823E-2,-1.674380302E-1,1.296873093E-1,2.321339795E-1
1.900610309E1,2.734028697E-1,-6.366062164E-2,1.185541153E-1,3.047242724E-1
1.901078366E1,5.139485598E-1,-3.110277653E-2,1.403732300E-1,5.336807552E-1
1.901546428E1,6.815325618E-1,-4.642772675E-2,1.451225281E-1,6.983571541E-1
1.902014486E1,8.776154518E-1,-5.527400970E-2,2.118711472E-1,9.045183693E-1
1.902482548E1,1.054902554E0,-8.408105373E-2,2.904129028E-1,1.097373535E0
1.902950605E1,1.171075821E0,-1.357661486E-1,3.139438629E-1,1.220004826E0
1.903418663E1,1.267163754E0,-1.343313456E-1,3.471517563E-1,1.320705581E0
1.903886725E1,1.374356508E0,-1.157394648E-1,3.876333237E-1,1.432658727E0
1.904354782E1,1.428444386E0,-1.358847618E-1,3.996906281E-1,1.489520268E0
1.904822840E1,1.453460693E0,-1.231968403E-1,3.618717194E-1,1.502889414E0
1.905290902E1,1.499993324E0,-9.218537807E-2,2.790479660E-1,1.528511002E0
1.905758960E1,1.515559077E0,-9.081411362E-2,1.656351089E-1,1.527285667E0
1.906227017E1,1.572227955E0,-5.208981037E-2,2.406024933E-2,1.573274606E0
1.906695079E1,1.591317654E0,-3.848421574E-2,-1.479759216E-1,1.598646234E0
1.907163137E1,1.589658022E0,-6.664752960E-3,-3.624401093E-1,1.630466154E0
1.907631199E1,1.583843350E0,2.011632919E-2,-5.907363892E-1,1.690542489E0
1.908099257E1,1.528316498E0,3.744983673E-2,-8.042507172E-1,1.727418022E0
1.908567314E1,1.429996729E0,7.942247391E-2,-1.017473221E0,1.756829624E0
1.909035376E1,1.338800430E0,1.391211748E-1,-1.247211456E0,1.835014362E0
1.909503434E1,1.249668360E0,2.004646063E-1,-1.467301369E0,1.937738469E0
1.909971491E1,1.167211533E0,2.682639360E-1,-1.684946060E0,2.067218307E0
1.910439553E1,1.067453861E0,3.260284662E-1,-1.857188702E0,2.166772295E0
1.910907611E1,1.023946524E0,3.745223284E-1,-2.063125610E0,2.333499677E0
1.911375668E1,9.460796118E-1,4.255300760E-1,-2.228590012E0,2.458201765E0
1.911843730E1,8.483909369E-1,4.304716587E-1,-2.372590542E0,2.556219652E0
1.912311788E1,7.783057094E-1,4.305320978E-1,-2.502440929E0,2.655810285E0
1.912779850E1,6.736251116E-1,4.732025862E-1,-2.627657413E0,2.753593100E0
1.913247908E1,5.866999626E-1,4.604163170E-1,-2.676552773E0,2.778513051E0
1.913715965E1,4.886342585E-1,4.750204086E-1,-2.718369961E0,2.802488728E0
1.914184027E1,3.956087232E-1,4.694337845E-1,-2.753191948E0,2.820804893E0
1.914652085E1,2.787936032E-1,4.625698328E-1,-2.778602600E0,2.830605789E0
1.915120142E1,1.642566025E-1,4.804893732E-1,-2.777852535E0,2.823882961E0
1.915588204E1,9.024292231E-2,4.843643904E-1,-2.803443432E0,2.846409620E0
1.916056262E1,3.007066250E-2,4.766734838E-1,-2.807580471E0,2.847916775E0
1.916524319E1,-2.572488785E-2,4.546990395E-1,-2.826068878E0,2.862530051E0
1.916992382E1,-7.734680176E-2,4.305068254E-1,-2.844585419E0,2.878017522E0
1.917460439E1,-1.318010092E-1,4.275619984E-1,-2.894104958E0,2.928484979E0
1.917928501E1,-1.818841100E-1,4.268463850E-1,-2.898138046E0,2.935044088E0
1.918396559E1,-2.276861072E-1,4.382245541E-1,-2.923722744E0,2.965136828E0
1.918864616E1,-2.525188923E-1,4.285387993E-1,-2.937438965E0,2.979254767E0
1.919332678E1,-3.041467071E-1,4.617185593E-1,-2.924842358E0,2.976641071E0
1.919800736E1,-3.274611235E-1,5.015431643E-1,-2.895459175E0,2.956765153E0
1.920268793E1,-3.634744287E-1,5.631061792E-1,-2.839921951E0,2.917937443E0
1.920736855E1,-3.858475685E-1,6.248147488E-1,-2.770202160E0,2.865884126E0
