"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.055764309E1,4.342719913E-2,-1.889369488E-1,-4.296543121E0,4.300914541E0
1.056232366E1,-5.874943733E-2,-1.621452570E-1,-4.309871674E0,4.313320812E0
1.056700423E1,-1.632443368E-1,-1.075911522E-1,-4.349747181E0,4.354138848E0
1.057168480E1,-2.219755650E-1,-7.107734680E-2,-4.349138737E0,4.355379764E0
1.057636538E1,-3.113674223E-1,-3.580653667E-2,-4.384582520E0,4.395770200E0
1.058104600E1,-3.765833676E-1,-3.753185272E-3,-4.379650593E0,4.395812602E0
1.058572658E1,-4.438069165E-1,5.359125137E-2,-4.365426064E0,4.388254929E0
1.059040715E1,-4.674617052E-1,6.643629074E-2,-4.353765011E0,4.379292637E0
1.059508772E1,-4.905833602E-1,8.727025986E-2,-4.299226761E0,4.328006339E0
1.059976829E1,-4.822563231E-1,1.090748310E-1,-4.302277088E0,4.330595412E0
1.060444887E1,-5.285397172E-1,1.439580917E-1,-4.257721901E0,4.292816552E0
1.060912949E1,-5.241155028E-1,1.992607117E-1,-4.215840340E0,4.252965043E0
1.061381007E1,-5.407108068E-1,2.606153488E-1,-4.176626205E0,4.219537297E0
1.061849064E1,-5.519237518E-1,3.282060623E-1,-4.118599892E0,4.168357484E0
1.062317121E1,-5.266060233E-1,4.258651733E-1,-4.056102276E0,4.112254944E0
1.062785178E1,-5.032675862E-1,4.985024929E-1,-3.974788666E0,4.037415997E0
1.063253236E1,-4.582323432E-1,5.436520576E-1,-3.898565292E0,3.962870901E0
1.063721298E1,-3.918958306E-1,6.045238972E-1,-3.774900436E0,3.843033280E0
1.064189355E1,-3.597487211E-1,6.504817009E-1,-3.649382114E0,3.724316770E0
1.064657413E1,-2.997696996E-1,7.244861126E-1,-3.522006035E0,3.608222348E0
1.065125470E1,-2.643986344E-1,7.950505018E-1,-3.385513306E0,3.487651399E0
1.065593527E1,-2.276934981E-1,8.718121052E-1,-3.220834732E0,3.344499521E0
1.066061585E1,-1.801732779E-1,9.428526163E-1,-3.032797813E0,3.181084099E0
1.066529642E1,-1.121669412E-1,9.985451698E-1,-2.854861736E0,3.026534225E0
1.066997704E1,-7.158607244E-2,1.034138322E0,-2.660732269E0,2.855531972E0
1.067465762E1,1.825100183E-2,1.008760571E0,-2.450358391E0,2.649940987E0
1.067933819E1,1.024942398E-1,9.775730371E-1,-2.254835606E0,2.459763753E0
1.068401876E1,1.573579907E-1,9.431940317E-1,-2.026375771E0,2.240664027E0
1.068869934E1,1.998608708E-1,9.504929781E-1,-1.812685013E0,2.056503884E0
1.069337991E1,2.396451235E-1,9.705729485E-1,-1.542006493E0,1.837722954E0
1.069806053E1,2.408643961E-1,9.984662533E-1,-1.286068916E0,1.645880850E0
1.070274111E1,2.373255491E-1,1.007260799E0,-9.993076324E-1,1.438580369E0
1.070742168E1,2.602079511E-1,1.006171584E0,-7.748889923E-1,1.296357352E0
1.071210225E1,2.692164183E-1,9.681447744E-1,-5.743322372E-1,1.157427882E0
1.071678283E1,3.003253937E-1,9.239784479E-1,-3.473634720E-1,1.031791111E0
1.072146345E1,2.867497802E-1,8.829052448E-1,-1.584796906E-1,9.417339965E-1
1.072614402E1,2.643578649E-1,8.208379745E-1,1.628684998E-2,8.625110565E-1
1.073082460E1,2.264811993E-1,7.730674744E-1,1.245069504E-1,8.151251648E-1
1.073550517E1,1.782302856E-1,7.438459396E-1,1.830997467E-1,7.865102249E-1
1.074018574E1,1.294208169E-1,7.092720270E-1,1.897506714E-1,7.455346226E-1
1.074486632E1,6.803518534E-2,7.103519440E-1,1.635732651E-1,7.321098851E-1
1.074954689E1,3.835558891E-3,7.255363464E-1,1.141920090E-1,7.344777168E-1
1.075422751E1,-5.657130480E-2,7.485049963E-1,6.773281097E-2,7.536894425E-1
1.075890809E1,-1.300144792E-1,7.793556452E-1,3.612327576E-2,7.909512485E-1
1.076358866E1,-1.570294499E-1,7.994785309E-1,-2.856254578E-2,8.152545544E-1
1.076826923E1,-2.308332920E-1,8.402066231E-1,-1.047992706E-1,8.776184053E-1
1.077294980E1,-2.893702984E-1,8.879932165E-1,-1.544771194E-1,9.466415914E-1
1.077763038E1,-3.422114849E-1,9.095073938E-1,-2.182712555E-1,9.959692469E-1
1.078231100E1,-3.991988897E-1,9.672113657E-1,-2.054224014E-1,1.066328253E0
1.078699158E1,-4.418277740E-1,1.032740235E0,-1.448307037E-1,1.132581171E0
1.079167215E1,-4.848980904E-1,1.062863946E0,-2.223587036E-2,1.168460680E0
1.079635272E1,-5.317035913E-1,1.132163167E0,1.214666367E-1,1.256684642E0
1.080103329E1,-5.634523630E-1,1.144732118E0,2.551708221E-1,1.301154232E0
1.080571387E1,-6.118643284E-1,1.184354544E0,3.907318115E-1,1.389152616E0
1.081039449E1,-6.295356750E-1,1.179146409E0,5.782890320E-1,1.456406408E0
1.081507506E1,-6.431250572E-1,1.222522855E0,8.081321716E-1,1.600390445E0
1.081975564E1,-6.696385145E-1,1.228110909E0,1.053914070E0,1.751401443E0
1.082443621E1,-6.708998680E-1,1.219857454E0,1.296470642E0,1.902365624E0
1.082911678E1,-7.087554932E-1,1.228405118E0,1.543079376E0,2.095807110E0
1.083379736E1,-6.945894957E-1,1.208066344E0,1.774670601E0,2.256398591E0
1.083847798E1,-6.688715219E-1,1.172975898E0,2.015227318E0,2.425778785E0
1.084315855E1,-6.337187290E-1,1.137729526E0,2.255178452E0,2.604200021E0
1.084783913E1,-5.646461248E-1,1.087409616E0,2.458849907E0,2.747221830E0
1.085251970E1,-5.351451635E-1,1.033940077E0,2.638333321E0,2.883784864E0
1.085720027E1,-5.065207481E-1,9.651845694E-1,2.824809074E0,3.027819484E0
1.086188085E1,-5.093122721E-1,9.311929941E-1,3.025536537E0,3.206304839E0
1.086656147E1,-5.281659365E-1,9.120824337E-1,3.164266586E0,3.335181652E0
1.087124204E1,-5.501971245E-1,9.529232979E-1,3.205398560E0,3.389005697E0
1.087592262E1,-5.892944336E-1,1.034559846E0,3.218413353E0,3.431583674E0
1.088060319E1,-6.188837290E-1,1.163552761E0,3.299065590E0,3.552563281E0
1.088528376E1,-6.348556280E-1,1.270958543E0,3.404104233E0,3.688672243E0
1.088996434E1,-6.622086763E-1,1.364382863E0,3.521345139E0,3.834049102E0
1.089464496E1,-6.349433661E-1,1.406109214E0,3.605167389E0,3.921419144E0
1.089932553E1,-5.584620237E-1,1.423277736E0,3.631515503E0,3.940241641E0
1.090400611E1,-4.307509661E-1,1.383211970E0,3.590740204E0,3.871981013E0
1.090868668E1,-2.619370222E-1,1.272861362E0,3.592588425E0,3.820402942E0
1.091336725E1,-6.859183311E-3,1.119102716E0,3.641671181E0,3.809751557E0
1.091804782E1,2.334649563E-1,9.661872387E-1,3.740048409E0,3.869881880E0
1.092272845E1,4.974553585E-1,7.810432911E-1,3.835038185E0,3.945251366E0
1.092740902E1,7.069570422E-1,5.520085096E-1,3.964943886E0,4.065129970E0
1.093208960E1,8.750045896E-1,3.605059385E-1,4.055757523E0,4.164704869E0
1.093677017E1,1.024408817E0,1.846430302E-1,4.167500496E0,4.295528705E0
1.094145074E1,1.036728382E0,3.769123554E-2,4.283730507E0,4.407558669E0
1.094613137E1,9.652104974E-1,-9.104275703E-2,4.407079697E0,4.512457373E0
1.095081194E1,8.103466034E-1,-1.958128214E-1,4.518693924E0,4.594953651E0
1.095549251E1,5.936531425E-1,-2.971447706E-1,4.570993423E0,4.618950091E0
1.096017309E1,3.174931407E-1,-4.611451626E-1,4.571455002E0,4.605611533E0
1.096485366E1,8.217966557E-2,-6.008720994E-1,4.506022453E0,4.546651419E0
1.096953423E1,-1.005082130E-1,-7.867117524E-1,4.327133179E0,4.399215706E0
1.097421486E1,-2.542226315E-1,-9.480852485E-1,4.056669235E0,4.173734547E0
1.097889543E1,-3.833941221E-1,-1.071388125E0,3.644748688E0,3.818253078E0
1.098357600E1,-4.855307341E-1,-1.204755306E0,3.189641953E0,3.443978982E0
1.098825658E1,-5.943013430E-1,-1.247722626E0,2.686661720E0,3.021284005E0
1.099293715E1,-7.007132769E-1,-1.273597956E0,2.200255394E0,2.637076914E0
1.099761772E1,-8.728120327E-1,-1.216959715E0,1.806659698E0,2.346659553E0
1.100229835E1,-1.025609612E0,-1.168077469E0,1.433883667E0,2.114781885E0
1.100697892E1,-1.098470688E0,-1.063186407E0,1.107763290E0,1.887893719E0
1.101165949E1,-1.157506466E0,-9.385877252E-1,8.133563995E-1,1.697738722E0
1.101634007E1,-1.199141622E0,-8.235658407E-1,5.166492462E-1,1.543738244E0
1.102102064E1,-1.183003306E0,-7.243193388E-1,2.843132019E-1,1.415969394E0
1.102570121E1,-1.174255490E0,-5.624777079E-1,1.014213562E-1,1.305964555E0
1.103038184E1,-1.170876026E0,-3.888597488E-1,-1.108455658E-2,1.233809321E0
1.103506241E1,-1.136502624E0,-2.340043783E-1,-1.107616425E-1,1.165617606E0
1.103974298E1,-1.090143204E0,-9.632563591E-2,-1.932334900E-1,1.111319043E0
1.104442355E1,-9.353772402E-1,-2.094721794E-2,-2.728567123E-1,9.745871705E-1
1.104910413E1,-7.021181583E-1,-4.739761353E-4,-3.184633255E-1,7.709662915E-1
1.105378475E1,-4.777815342E-1,-6.126332283E-2,-3.179893494E-1,5.771876778E-1
1.105846532E1,-2.418181896E-1,-2.086787224E-1,-2.544298172E-1,4.083593735E-1
1.106314590E1,6.761193275E-3,-4.097875357E-1,-1.132526398E-1,4.252031262E-1
1.106782647E1,1.778548956E-1,-6.201356649E-1,7.231140137E-2,6.491760513E-1
1.107250704E1,3.337188959E-1,-8.430360556E-1,2.594079971E-1,9.430644736E-1
1.107718762E1,4.127591848E-1,-1.025104046E0,4.436864853E-1,1.190825826E0
1.108186824E1,3.865335584E-1,-1.107312202E0,5.655736923E-1,1.302083756E0
1.108654882E1,3.512228131E-1,-1.189013004E0,6.326513290E-1,1.391889756E0
1.109122939E1,2.927241325E-1,-1.251924753E0,6.714839935E-1,1.450480527E0
1.109590996E1,2.348642349E-1,-1.287417173E0,6.894550323E-1,1.479172887E0
1.110059053E1,1.799303293E-1,-1.322563648E0,6.269874573E-1,1.474673794E0
1.110527111E1,1.158263683E-1,-1.360587835E0,5.201883316E-1,1.461236088E0
1.110995173E1,8.540022373E-2,-1.408810377E0,3.428297043E-1,1.452436602E0
1.111463230E1,7.669937611E-2,-1.434219718E0,1.142244339E-1,1.440804017E0
1.111931288E1,6.074774265E-2,-1.451158285E0,-1.536483765E-1,1.460533629E0
1.112399345E1,2.763140202E-2,-1.464307547E0,-4.655799866E-1,1.536790425E0
1.112867402E1,-2.569591999E-2,-1.449377298E0,-7.523717880E-1,1.633223237E0
1.113335460E1,-1.141964197E-1,-1.432391524E0,-9.783487320E-1,1.738376410E0
1.113803522E1,-1.191504002E-1,-1.429574728E0,-1.236999512E0,1.894214484E0
1.114271579E1,-8.178055286E-2,-1.402387142E0,-1.499724388E0,2.054884667E0
1.114739637E1,-5.774784088E-2,-1.388722897E0,-1.766687870E0,2.247903941E0
1.115207694E1,-1.850831509E-2,-1.380777240E0,-2.064331055E0,2.483616526E0
1.115675751E1,2.862560749E-2,-1.344451785E0,-2.318693161E0,2.680430563E0
1.116143814E1,5.022287369E-2,-1.308627605E0,-2.536957264E0,2.855027269E0
1.116611871E1,7.021570206E-2,-1.298978925E0,-2.750380039E0,3.042509959E0
1.117079928E1,8.375072479E-2,-1.250542641E0,-2.911281109E0,3.169610193E0
1.117547986E1,1.218082905E-1,-1.222732782E0,-3.041347027E0,3.280198844E0
1.118016043E1,1.703145504E-1,-1.182557702E0,-3.183479786E0,3.400293122E0
1.118484105E1,2.172079086E-1,-1.167402148E0,-3.290095329E0,3.497818510E0
1.118952163E1,2.533718348E-1,-1.151040792E0,-3.387446880E0,3.586626348E0
1.119420220E1,2.697218657E-1,-1.131128430E0,-3.494593620E0,3.682986014E0
1.119888277E1,2.879989147E-1,-1.059769988E0,-3.568507195E0,3.733671035E0
1.120356335E1,2.942534685E-1,-1.027743459E0,-3.647440434E0,3.800876667E0
1.120824392E1,3.126951456E-1,-9.750430584E-1,-3.707502365E0,3.846304851E0
1.121292449E1,3.100032806E-1,-9.329204559E-1,-3.748661995E0,3.875423766E0
1.121760512E1,2.816305161E-1,-8.847966194E-1,-3.770878315E0,3.883516972E0
1.122228569E1,2.657388449E-1,-8.642085791E-1,-3.786122322E0,3.892582156E0
1.122696626E1,2.526724339E-1,-8.612552881E-1,-3.813615799E0,3.917814377E0
1.123164684E1,2.373846769E-1,-8.858407736E-1,-3.805493355E0,3.914440577E0
1.123632741E1,2.029201984E-1,-9.187669754E-1,-3.790522099E0,3.905555932E0
1.124100803E1,1.943575144E-1,-9.452555180E-1,-3.785604000E0,3.906671279E0
1.124568861E1,2.019449472E-1,-9.776988029E-1,-3.761959553E0,3.892173736E0
1.125036918E1,1.680492163E-1,-9.991017580E-1,-3.743611336E0,3.878281926E0
1.125504975E1,1.662675142E-1,-1.028584838E0,-3.663718224E0,3.808997621E0
1.125973033E1,1.532000303E-1,-1.035339475E0,-3.560570240E0,3.711207150E0
1.126441090E1,1.447942257E-1,-1.023502231E0,-3.487051964E0,3.637039123E0
1.126909152E1,1.337901354E-1,-1.029472232E0,-3.354569435E0,3.511530859E0
1.127377210E1,1.341813803E-1,-1.009813428E0,-3.256536007E0,3.412148087E0
1.127845267E1,1.625776291E-1,-9.934715033E-1,-3.145049095E0,3.302234232E0
1.128313324E1,1.807562113E-1,-9.547010660E-1,-2.986501694E0,3.140592189E0
1.128781382E1,2.267720699E-1,-9.199188948E-1,-2.771372318E0,2.928853167E0
1.129249444E1,2.766714096E-1,-8.775889874E-1,-2.528279305E0,2.690521463E0
1.129717501E1,3.281182051E-1,-8.230893612E-1,-2.304982185E0,2.469429191E0
1.130185559E1,3.476541638E-1,-7.494562864E-1,-2.120496273E0,2.275753191E0
1.130653616E1,3.379057646E-1,-6.211786270E-1,-1.852759361E0,1.983118868E0
1.131121673E1,3.304841518E-1,-5.373092890E-1,-1.609086037E0,1.728316788E0
1.131589730E1,3.136321902E-1,-4.838161469E-1,-1.346297264E0,1.464568038E0
1.132057793E1,3.491892219E-1,-4.315285683E-1,-1.038245201E0,1.177328805E0
1.132525850E1,3.801589608E-1,-4.074760675E-1,-7.827186584E-1,9.608361356E-1
1.132993908E1,4.022752047E-1,-4.282963276E-1,-5.963191986E-1,8.371736207E-1
1.133461965E1,4.286758900E-1,-4.491038322E-1,-4.834775925E-1,7.868976129E-1
1.133930022E1,4.458167851E-1,-4.909007549E-1,-4.298076630E-1,7.902346387E-1
1.134398085E1,4.906455576E-1,-5.493310690E-1,-3.776922226E-1,8.277373385E-1
1.134866142E1,5.012868643E-1,-6.309266090E-1,-3.344440460E-1,8.724733384E-1
1.135334199E1,4.951024055E-1,-7.285969257E-1,-2.904443741E-1,9.275439648E-1
1.135802256E1,4.506899118E-1,-7.938300371E-1,-2.267656326E-1,9.405903341E-1
1.136270314E1,3.920895457E-1,-7.833737135E-1,-1.745853424E-1,8.932461187E-1
1.136738376E1,2.900599539E-1,-7.585239410E-1,-9.115695953E-2,8.171921055E-1
1.137206434E1,1.730648875E-1,-7.144232988E-1,5.209732056E-2,7.369302789E-1
1.137674491E1,8.375403285E-2,-6.265298128E-1,1.688728333E-1,6.542724036E-1
1.138142548E1,-4.827976227E-5,-5.588574409E-1,3.139848709E-1,6.410211703E-1
1.138610605E1,-1.214491427E-1,-4.895986319E-1,4.825429916E-1,6.980719543E-1
1.139078668E1,-1.850354970E-1,-4.230726957E-1,6.791696548E-1,8.212795268E-1
1.139546725E1,-2.387393117E-1,-3.495811224E-1,8.583822250E-1,9.570911474E-1
1.140014783E1,-2.778247893E-1,-3.025351763E-1,1.084714890E0,1.159879536E0
1.140482840E1,-2.904616892E-1,-2.459435463E-1,1.334180832E0,1.387405749E0
1.140950897E1,-2.908226252E-1,-2.399747372E-1,1.602080345E0,1.645851484E0
1.141418954E1,-2.762923241E-1,-2.060880661E-1,1.828743935E0,1.860944416E0
1.141887017E1,-2.824492455E-1,-1.899726391E-1,2.081207275E0,2.108860096E0
1.142355074E1,-2.369896621E-1,-1.564173698E-1,2.302243233E0,2.319688427E0
1.142823132E1,-1.369501948E-1,-1.941447258E-1,2.451334000E0,2.462820722E0
1.143291189E1,-6.040228903E-2,-2.082157135E-1,2.557420731E0,2.566593660E0
1.143759246E1,4.569645971E-2,-2.421162128E-1,2.666049957E0,2.677411213E0
1.144227309E1,1.340706348E-1,-2.912367582E-1,2.724672318E0,2.743470981E0
1.144695366E1,1.865834743E-1,-2.609263659E-1,2.678593636E0,2.697732349E0
1.145163423E1,1.990424395E-1,-1.892457008E-1,2.570884705E0,2.585513487E0
1.145631480E1,1.668334305E-1,-8.085942268E-2,2.425477028E0,2.432552251E0
1.146099538E1,1.514613926E-1,1.883864403E-2,2.337985039E0,2.342961692E0
1.146567600E1,1.443863809E-1,1.271140575E-1,2.310595512E0,2.318589449E0
1.147035658E1,1.414349973E-1,1.688075066E-1,2.342920303E0,2.353247837E0
1.147503715E1,1.680134833E-1,1.999628544E-1,2.288873672E0,2.303726625E0
1.147971772E1,2.691312432E-1,2.356562614E-1,2.177079201E0,2.206272727E0
1.148439829E1,4.306161702E-1,2.379591465E-1,2.000385284E0,2.059999060E0
1.148907887E1,5.930174589E-1,2.219293118E-1,1.816093445E0,1.923309056E0
1.149375949E1,7.230955958E-1,1.952245235E-1,1.698222160E0,1.856054515E0
1.149844006E1,8.065665960E-1,1.795585155E-1,1.656232834E0,1.850918187E0
1.150312064E1,8.432347775E-1,1.560842991E-1,1.658928871E0,1.867472141E0
1.150780121E1,8.232588768E-1,1.200931072E-1,1.725388527E0,1.915500744E0
1.151248178E1,7.437705398E-1,5.070698261E-2,1.829142570E0,1.975228685E0
1.151716241E1,6.713687181E-1,-5.019211769E-2,1.958349228E0,2.070842076E0
1.152184298E1,5.532924533E-1,-1.471954584E-1,2.117897034E0,2.193920438E0
1.152652355E1,3.940649033E-1,-2.361245155E-1,2.319849014E0,2.364897753E0
1.153120413E1,2.749012709E-1,-3.486474752E-1,2.526063919E0,2.564785506E0
1.153588470E1,1.766020656E-1,-4.426003695E-1,2.717615128E0,2.759078715E0
1.154056527E1,7.999330759E-2,-5.477137566E-1,2.947299004E0,2.998826555E0
1.154524590E1,-2.677273750E-2,-6.266833544E-1,3.138770103E0,3.200832168E0
1.154992647E1,-1.883829236E-1,-6.953161955E-1,3.268438339E0,3.346885405E0
1.155460704E1,-3.401828706E-1,-7.540473342E-1,3.365102768E0,3.465289080E0
1.155928762E1,-4.648046196E-1,-8.185297251E-1,3.426619530E0,3.553555353E0
1.156396824E1,-5.763524771E-1,-8.590456247E-1,3.412579536E0,3.565927741E0
1.156864882E1,-6.268506050E-1,-8.880165219E-1,3.358953476E0,3.530450889E0
1.157332939E1,-6.521612406E-1,-9.395458698E-1,3.275393486E0,3.469331811E0
1.157800996E1,-6.450564861E-1,-9.471296072E-1,3.123727798E0,3.327285338E0
1.158269053E1,-5.868129730E-1,-9.920024872E-1,2.911145210E0,3.131003806E0
1.158737111E1,-5.378962159E-1,-1.014265299E0,2.721291542E0,2.953556177E0
1.159205173E1,-4.441911578E-1,-1.037363052E0,2.513376236E0,2.755084026E0
1.159673230E1,-3.618543148E-1,-1.072348595E0,2.337397575E0,2.596978529E0
1.160141288E1,-3.326135874E-1,-1.067996383E0,2.231331825E0,2.496014781E0
1.160609345E1,-1.947743297E-1,-1.106836557E0,2.051465988E0,2.339131656E0
1.161077402E1,-4.242753983E-2,-1.127302527E0,1.893171310E0,2.203794159E0
1.161545465E1,1.199221611E-1,-1.114326119E0,1.710918427E0,2.045322930E0
1.162013522E1,2.474133968E-1,-1.086108923E0,1.490287781E0,1.860592285E0
1.162481579E1,4.195122123E-1,-9.746942520E-1,1.286174774E0,1.667412646E0
1.162949637E1,5.416170955E-1,-8.710110784E-1,1.129697800E0,1.525852711E0
1.163417694E1,6.384601593E-1,-7.721479535E-1,9.801464081E-1,1.401617215E0
1.163885756E1,7.586690187E-1,-6.613342166E-1,8.399496078E-1,1.310899298E0
1.164353814E1,8.552624583E-1,-5.798263550E-1,7.522573471E-1,1.278109381E0
1.164821871E1,9.338833094E-1,-5.143738389E-1,6.813793182E-1,1.265304808E0
1.165289928E1,1.004210234E0,-4.628966451E-1,6.249532700E-1,1.270148844E0
1.165757986E1,1.056635022E0,-5.095428824E-1,5.830335617E-1,1.309976967E0
1.166226048E1,1.057932138E0,-5.070818067E-1,4.864625931E-1,1.270038670E0
1.166694105E1,1.039034724E0,-5.327119231E-1,3.903560638E-1,1.231159213E0
1.167162163E1,1.009632587E0,-5.177984834E-1,2.518072128E-1,1.162273678E0
1.167630220E1,9.477264285E-1,-5.100751519E-1,8.754825592E-2,1.079827181E0
1.168098277E1,8.579528332E-1,-4.883955717E-1,-5.693340302E-2,9.888653654E-1
1.168566340E1,7.470116615E-1,-4.142578840E-1,-2.605934143E-1,8.930537187E-1
1.169034397E1,6.458845735E-1,-3.596862555E-1,-4.348945618E-1,8.577146171E-1
1.169502454E1,5.709277391E-1,-3.816430569E-1,-6.659765244E-1,9.566266969E-1
1.169970512E1,5.433081388E-1,-3.744292259E-1,-8.702011108E-1,1.092076441E0
1.170438569E1,4.673299491E-1,-3.880361319E-1,-1.100206375E0,1.256751124E0
1.170906632E1,4.361017942E-1,-4.191429615E-1,-1.346545219E0,1.476160433E0
1.171374689E1,3.901109099E-1,-4.030009508E-1,-1.611591339E0,1.706406438E0
1.171842746E1,3.249647021E-1,-3.973299265E-1,-1.854618549E0,1.924339651E0
1.172310803E1,2.335544527E-1,-3.700920343E-1,-2.049512386E0,2.095713916E0
1.172778861E1,1.755563617E-1,-3.039209843E-1,-2.253806114E0,2.280971285E0
1.173246923E1,1.079853773E-1,-2.177369595E-1,-2.434071541E0,2.446175482E0
1.173714980E1,6.445431709E-2,-1.214143038E-1,-2.549655914E0,2.553358783E0
1.174183038E1,6.837904453E-3,-4.090142250E-2,-2.672390461E0,2.672712192E0
1.174651095E1,-3.396171331E-2,3.363633156E-2,-2.776040077E0,2.776451568E0
1.175119152E1,-2.675545216E-2,9.042441845E-2,-2.846316338E0,2.847878004E0
1.175587215E1,-5.962401628E-2,1.793403625E-1,-2.916636944E0,2.922753676E0
1.176055272E1,-6.311589479E-2,2.122590542E-1,-3.003790379E0,3.011941925E0
1.176523329E1,-5.368232727E-2,2.821217775E-1,-3.000135422E0,3.013849206E0
1.176991387E1,-4.052895308E-2,3.381975889E-1,-3.008437634E0,3.027658699E0
1.177459444E1,-4.558074474E-2,4.119461775E-1,-3.000099182E0,3.028592472E0
1.177927506E1,-5.410581827E-2,4.668064117E-1,-2.998888493E0,3.035484781E0
1.178395564E1,-3.985857964E-2,5.171169043E-1,-2.976115227E0,3.020970116E0
1.178863621E1,-1.510769129E-2,5.584435463E-1,-2.960566521E0,3.012812898E0
1.179331678E1,-3.642082214E-3,5.858447552E-1,-2.937850475E0,2.995695705E0
1.179799736E1,3.290712833E-2,6.063439846E-1,-2.946171761E0,3.008099724E0
1.180267793E1,5.863744020E-2,6.053640842E-1,-2.954376698E0,3.016329839E0
1.180735855E1,5.898529291E-2,6.428929567E-1,-2.969688416E0,3.039052468E0
1.181203913E1,9.131985903E-2,6.780953407E-1,-2.960998058E0,3.039023216E0
1.181671970E1,1.073839664E-1,6.946027279E-1,-2.928434372E0,3.011599598E0
1.182140027E1,1.333647966E-1,7.328681946E-1,-2.912625790E0,3.006371725E0
1.182608090E1,1.235392690E-1,7.910816669E-1,-2.894572735E0,3.003268798E0
1.183076147E1,1.447621584E-1,8.501008749E-1,-2.879069805E0,3.005440155E0
1.183544204E1,1.489492059E-1,8.862321377E-1,-2.825549603E0,2.965016665E0
1.184012262E1,1.813086867E-1,9.382914305E-1,-2.755696774E0,2.916698194E0
1.184480319E1,1.633707285E-1,9.719817638E-1,-2.705187321E0,2.879145183E0
1.184948376E1,1.832252145E-1,1.040571451E0,-2.674163818E0,2.875328251E0
1.185416439E1,1.715966463E-1,1.100982666E0,-2.590898991E0,2.820348528E0
1.185884496E1,1.570264697E-1,1.134129167E0,-2.479378700E0,2.730975104E0
1.186352553E1,1.178727746E-1,1.194983959E0,-2.370716095E0,2.657475392E0
1.186820611E1,1.260323524E-1,1.223453522E0,-2.221816540E0,2.539525824E0
1.187288668E1,9.766530991E-2,1.229178667E0,-2.082937717E0,2.420547096E0
1.187756730E1,9.255272150E-2,1.211742401E0,-1.918138027E0,2.270713356E0
1.188224788E1,1.273077726E-1,1.154125690E0,-1.741736889E0,2.093289461E0
1.188692845E1,1.472442150E-1,1.118184686E0,-1.594279289E0,1.952881026E0
1.189160902E1,1.621050835E-1,1.039256930E0,-1.478082657E0,1.814128266E0
1.189628965E1,1.553222537E-1,9.935904741E-1,-1.333293915E0,1.670035837E0
1.190097022E1,1.556559205E-1,9.643051624E-1,-1.188599586E0,1.538467481E0
1.190565079E1,1.729314923E-1,9.346241951E-1,-1.072645187E0,1.433176676E0
1.191033137E1,1.737766862E-1,9.306540489E-1,-9.996862411E-1,1.376839815E0
1.191501194E1,1.345084906E-1,8.997983932E-1,-9.027357101E-1,1.281663546E0
1.191969251E1,1.198420525E-1,8.947060108E-1,-8.104915619E-1,1.213160144E0
1.192437314E1,9.397399426E-2,9.035376310E-1,-7.635908127E-1,1.186710703E0
1.192905371E1,6.667172909E-2,8.880494833E-1,-7.117662430E-1,1.140038679E0
1.193373428E1,1.667785645E-2,8.886616230E-1,-6.525592804E-1,1.102647380E0
1.193841486E1,-3.942477703E-2,8.982578516E-1,-5.860080719E-1,1.073232007E0
1.194309548E1,-8.512401581E-2,9.022635221E-1,-5.001525879E-1,1.035122298E0
1.194777605E1,-1.375554800E-1,8.982031345E-1,-4.165563583E-1,9.996047122E-1
1.195245663E1,-1.969676018E-1,8.789900541E-1,-3.376464844E-1,9.619900726E-1
1.195713720E1,-2.543747425E-1,8.474811316E-1,-2.874727249E-1,9.303608684E-1
1.196181777E1,-2.735813856E-1,8.125052452E-1,-2.658214569E-1,8.975926665E-1
1.196649840E1,-3.172091246E-1,7.602173090E-1,-2.321729660E-1,8.558365917E-1
1.197117897E1,-3.112133741E-1,7.505626678E-1,-2.009286880E-1,8.370008484E-1
1.197585954E1,-3.486186266E-1,7.618902922E-1,-1.935462952E-1,8.599255389E-1
1.198054012E1,-3.628971577E-1,7.873350382E-1,-1.862211227E-1,8.867181717E-1
1.198522069E1,-3.830074072E-1,8.219285011E-1,-1.144332886E-1,9.139781794E-1
1.198990132E1,-4.019986391E-1,8.373489380E-1,-5.723190308E-2,9.306082100E-1
1.199458189E1,-4.367704391E-1,8.673455715E-1,-1.706695557E-2,9.712610555E-1
1.199926246E1,-4.255256653E-1,8.904833794E-1,8.248615265E-2,9.903720039E-1
1.200394303E1,-4.615864754E-1,9.043149948E-1,1.959419250E-1,1.034041064E0
1.200862361E1,-4.422968626E-1,9.116638899E-1,3.446865082E-1,1.070311334E0
1.201330423E1,-4.130742550E-1,9.005039930E-1,4.856805801E-1,1.103369117E0
1.201798480E1,-3.953628540E-1,9.140855074E-1,6.189012527E-1,1.172562519E0
1.202266538E1,-3.674974442E-1,9.018155336E-1,7.850770950E-1,1.250868368E0
1.202734595E1,-3.269809484E-1,8.951044083E-1,9.602260590E-1,1.352834996E0
1.203202652E1,-2.879164219E-1,8.959596157E-1,1.125327110E0,1.466969872E0
1.203670715E1,-3.073736429E-1,8.848881721E-1,1.309180260E0,1.609800791E0
1.204138772E1,-3.014918566E-1,8.811749220E-1,1.487859726E0,1.755304289E0
