690132;ACC;-0.6233303;3.0329027;8.787642
690141;ACC;-0.5599205;3.0951161;8.805588
690148;MAG;2.1750002;-34.5;-20.831251
690151;ACC;-0.4331009;3.1657043;8.819944
690150;GYR;0.08231403;-0.70661783;0.008246674
690158;MAG;0.50625;-35.925003;-18.91875
690159;GYR;0.18646647;-0.70906126;-0.0061086477
690160;ACC;-0.27158538;3.2123644;8.848659
690168;MAG;1.0875001;-35.568752;-19.612501
690168;GYR;0.32879797;-0.6498074;-0.039095346
690169;ACC;-0.09930214;3.2063823;8.891729
690178;MAG;1.1437501;-35.193752;-20.325
690178;GYR;0.45341438;-0.5868883;-0.0971275
690179;ACC;0.021535404;3.1896327;8.926425
690188;MAG;1.3875;-35.15625;-20.41875
690187;GYR;0.54443324;-0.5450441;-0.1621846
690188;ACC;0.069391854;3.211168;8.949157
690198;MAG;1.95;-34.55625;-21.31875
690196;GYR;0.59666216;-0.5254964;-0.21349724
690198;ACC;0.08853444;3.2805598;8.922835
690208;MAG;2.34375;-34.143753;-21.956251
690206;GYR;0.60796314;-0.50045097;-0.24617851
690207;ACC;0.09571291;3.359523;8.8187475
690215;GYR;0.57497644;-0.45769045;-0.26816964
690216;ACC;0.07058827;3.4624143;8.711071
690218;MAG;2.775;-33.7125;-22.425001
690228;MAG;3.2812502;-33.09375;-22.9125
690225;GYR;0.49831295;-0.42470375;-0.26480988
690226;ACC;0.023928227;3.5892339;8.639286
690238;MAG;4.2000003;-32.11875;-23.868752
690235;ACC;-0.022731815;3.7172499;8.571091
690234;GYR;0.39629853;-0.3978257;-0.23854269
690244;ACC;-0.047856454;3.81057;8.474181
690243;GYR;0.28787002;-0.33307403;-0.2046397
690248;MAG;4.5375004;-31.612501;-24.31875
690254;ACC;-0.08853444;3.8644085;8.377272
690253;GYR;0.1791361;-0.22983788;-0.17989968
690258;MAG;5.25;-30.862501;-24.7875
690263;ACC;-0.13040884;3.8991046;8.30788
690262;GYR;0.08720095;-0.12171481;-0.1594357
690268;MAG;5.68125;-30.112501;-25.3875
690272;ACC;-0.16510476;3.9170506;8.256434
690271;GYR;0.023060145;-0.030390523;-0.13652828
690278;MAG;5.8125;-29.831251;-25.331251
690282;ACC;-0.20697916;3.926622;8.2145605
690281;GYR;-0.01725693;0.05299252;-0.11575887
690288;MAG;5.90625;-29.625002;-25.218752
690291;ACC;-0.25962126;3.9397824;8.159525
690290;GYR;-0.04138609;0.1375973;-0.100181825
690298;MAG;5.86875;-29.493752;-25.125002
690299;GYR;-0.0594066;0.2234238;-0.083688475
690301;ACC;-0.3278167;3.9661036;8.109276
690308;MAG;5.90625;-29.625002;-25.1625
690309;GYR;-0.06459895;0.29031348;-0.06291907
690310;ACC;-0.3924229;4.0067816;8.068598
690318;MAG;5.7375;-29.75625;-25.031252
690318;GYR;-0.067653276;0.33093598;-0.043371398
690319;ACC;-0.44147578;4.068995;8.018349
690328;MAG;5.8875003;-29.550001;-25.125002
690328;GYR;-0.0707076;0.35537058;-0.030237807
690329;ACC;-0.45822555;4.1479583;7.9513497
