t;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
8276;-0.6879365;2.1391835;8.995817;-0.1385136;-0.15882485;0.0692568;22.0125;-12.337501;-15.843751
8286;-0.64008003;2.0877378;9.036494;-0.11194097;-0.12339468;0.07108939;22.10625;-12.39375;-15.88125
8295;-0.5515456;2.0482562;8.999406;-0.05421425;-0.056199558;0.082084954;22.087502;-12.262501;-16.06875
8304;-0.5168497;2.0291135;8.859426;0.027336199;0.034819294;0.10071633;21.975;-12.225;-16.237501
8314;-0.4761717;2.056631;8.646464;0.11896592;0.12614357;0.117820546;21.862501;-12.356251;-16.1625
8323;-0.4953143;2.1870399;8.392825;0.2035707;0.1960876;0.13034327;21.768751;-12.431251;-16.143751
8332;-0.5288138;2.3078775;8.13799;0.26313;0.22510368;0.13309216;21.900002;-12.4125;-16.40625
8342;-0.59581286;2.4670002;7.914261;0.2848157;0.21074834;0.11843141;21.825;-12.618751;-16.275002
8351;-0.70348984;2.6153553;7.7419777;0.26832235;0.15363249;0.092164226;21.675001;-12.993751;-16.21875
8360;-0.7728817;2.7338;7.655836;0.2215912;0.068722285;0.063759014;21.69375;-12.88125;-16.125
8370;-0.82313097;2.8594232;7.7001033;0.1583667;-0.024740024;0.042073313;21.6375;-13.218751;-16.10625
8379;-0.8542377;2.9647074;7.8017983;0.091782436;-0.094378605;0.028023422;21.4125;-13.575001;-15.937501
8389;-0.84825563;2.9958138;7.946564;0.03008509;-0.120034926;0.017944153;21.6375;-13.51875;-15.918751
8398;-0.7800602;2.9802606;8.129615;-0.01970039;-0.10231985;0.009086614;21.825;-13.5375;-15.900001
8407;-0.72502524;2.955136;8.298309;-0.057268575;-0.05650499;0.003894263;21.768751;-13.8;-15.656251
8417;-0.6879365;2.932404;8.421539;-0.08720095;-0.0070249448;0.0032833982;21.84375;-13.687501;-15.50625
8426;-0.70229346;2.9012976;8.530413;-0.111635536;0.03329213;0.005726857;21.900002;-13.462501;-15.356251
8435;-0.68075806;2.9156544;8.592627;-0.13271037;0.057115857;0.009392046;21.84375;-13.593751;-15.450001
8445;-0.654437;2.902494;8.608179;-0.15622866;0.06352994;0.008170316;21.9375;-13.51875;-15.13125
8454;-0.64008003;2.9300113;8.58784;-0.17974696;0.052839804;2.290743E-4;22.087502;-13.762501;-14.7375
8463;-0.6472585;2.9659038;8.57468;-0.20570871;0.02535089;-0.015042545;21.712502;-14.137501;-14.475
8473;-0.68195444;3.0113673;8.547162;-0.23808455;-0.022601997;-0.034284785;21.675001;-14.38125;-14.250001
8482;-0.73340017;3.0412776;8.571091;-0.27351472;-0.08491021;-0.05535962;21.6;-14.400001;-13.9875
8491;-0.76570326;3.0317063;8.645268;-0.31474808;-0.14446951;-0.075212725;21.5625;-14.64375;-14.118751
8501;-0.8327023;3.0616167;8.7266245;-0.35567603;-0.17592905;-0.090178914;21.4125;-15.01875;-13.9875
8510;-0.8925229;3.07717;8.813962;-0.3914116;-0.17653993;-0.09537126;21.35625;-15.150001;-13.81875
8520;-0.9164511;3.0927234;8.925228;-0.4149299;-0.15760311;-0.09262237;21.150002;-15.20625;-14.00625
8529;-0.98943216;3.0723844;9.020942;-0.42836893;-0.13408482;-0.084070265;21.0;-15.075001;-14.45625
8538;-1.0444671;3.0747771;9.101101;-0.42562005;-0.113926284;-0.06207913;21.1875;-15.01875;-14.625001
8548;-1.0707881;3.1022944;9.131011;-0.40790495;-0.10415245;-0.027565273;20.868752;-15.150001;-14.7375
8557;-1.0420742;3.1369905;9.089137;-0.37278023;-0.102014415;0.016416991;20.550001;-15.450001;-14.812501
8566;-0.9834501;3.2183464;8.977871;-0.32849252;-0.10567961;0.05459604;20.550001;-15.4125;-14.681251
8576;-0.9212367;3.32722;8.861818;-0.28176138;-0.12034036;0.07261655;20.587502;-15.262501;-14.94375
8585;-0.8578269;3.3918262;8.696713;-0.24724752;-0.1499673;0.06498074;20.38125;-15.4875;-14.925
8594;-0.715454;3.4109688;8.549556;-0.23441936;-0.19730933;0.035964664;20.34375;-15.76875;-14.718751
8604;-0.6029913;3.4408789;8.449057;-0.25121814;-0.25747952;-0.010461059;20.5125;-15.843751;-14.64375
8613;-0.5766702;3.458825;8.512466;-0.30008733;-0.33108872;-0.06818778;20.268751;-16.06875;-14.55
8623;-0.5778667;3.4564323;8.730213;-0.3688096;-0.4214967;-0.12896882;20.38125;-15.975;-14.418751
8632;-0.62811595;3.3810585;9.107083;-0.44364056;-0.51740247;-0.17783801;20.831251;-15.975;-14.212501
8641;-0.6017949;3.249453;9.487542;-0.5056433;-0.58154327;-0.19769111;20.643751;-16.275002;-14.3625
8651;-0.52163535;3.103491;9.850055;-0.53863;-0.5904008;-0.1796706;20.643751;-16.48125;-14.343751
8660;-0.38165522;2.9862428;10.164711;-0.53007793;-0.548862;-0.13599378;20.8875;-16.425001;-14.118751
8669;-0.2847459;2.8689942;10.443475;-0.48243046;-0.47677997;-0.085292;21.0375;-16.5;-14.08125
8679;-0.11724831;2.7625136;10.700703;-0.40057456;-0.39003715;-0.03459022;21.16875;-16.612501;-13.781251
8688;0.069391854;2.7589245;10.780863;-0.29031348;-0.29840744;0.012140937;21.206251;-16.63125;-13.950001
8697;0.2835495;2.7038896;10.740185;-0.16050471;-0.20891576;0.041157015;21.28125;-16.85625;-13.968751
8707;0.5276174;2.7218359;10.613365;-0.030390523;-0.13897173;0.047265664;21.393751;-16.800001;-14.137501
8716;0.6843473;2.8235307;10.433903;0.08720095;-0.0971275;0.029245151;21.46875;-16.85625;-13.9125
8726;0.77407813;2.989832;10.2520485;0.18463388;-0.08552107;-0.005574141;21.31875;-16.987501;-13.8
8735;0.8279166;3.1549366;10.031909;0.26740605;-0.0962112;-0.046807513;21.0375;-17.1375;-13.9875
8744;0.7908279;3.2889347;9.840483;0.3434587;-0.11270455;-0.091400646;20.831251;-17.306252;-13.81875
8754;0.6556334;3.4157543;9.683753;0.42103854;-0.1084285;-0.1295797;20.6625;-17.362501;-13.931251
8763;0.39720857;3.7483566;9.38824;0.50961393;-0.050396346;-0.14790563;20.681252;-17.4375;-13.9125
8772;0.11246266;4.1778684;9.119047;0.5997165;-0.02565632;-0.14637847;20.4375;-17.8875;-13.781251
8782;0.038285162;4.1611185;9.29133;0.6574432;-0.10262528;-0.14576761;20.25;-17.8875;-13.781251
8791;-0.06819545;4.0271206;9.500702;0.6656899;-0.20127994;-0.16287182;20.175001;-18.0;-13.687501
8800;-0.15792629;3.9553359;9.793823;0.6189587;-0.30054548;-0.18913901;20.19375;-18.150002;-13.44375
8810;-0.07537391;3.912265;10.454242;0.50991935;-0.44501498;-0.21815509;20.2875;-18.13125;-13.462501
8819;0.25603202;3.7663028;11.257034;0.34681848;-0.5702423;-0.2627482;20.4375;-18.0375;-13.575001
8829;0.7704889;3.5162528;11.79542;0.1424842;-0.52656543;-0.3427715;20.38125;-18.112501;-13.44375
8838;1.2813566;3.251846;12.050255;-0.08506292;-0.2687805;-0.45242172;20.493752;-18.075;-13.33125
8847;1.6414764;2.9742785;12.074183;-0.2961167;0.16707152;-0.566348;20.5125;-17.775002;-13.575001
8857;1.5948163;2.7110682;11.943774;-0.46899143;0.6557633;-0.6708059;20.475;-18.0;-13.481251
8866;1.1318051;2.4789643;12.0430765;-0.5920807;0.98410314;-0.7438042;20.5125;-17.71875;-13.70625
8875;0.3900301;2.2217357;12.29193;-0.6659953;1.0848958;-0.7761801;20.625;-17.53125;-14.043751
8885;-0.2739782;1.7659031;12.568301;-0.6980657;0.97005326;-0.76457363;20.56875;-17.56875;-14.025001
8894;-0.80997044;1.4201403;12.790833;-0.6751583;0.70493793;-0.70043284;20.41875;-17.493752;-14.025001
8903;-1.2239288;1.2837493;12.973885;-0.5871938;0.37232208;-0.58681196;20.15625;-17.71875;-14.025001
8913;-1.3543376;1.1880364;13.117454;-0.43447757;0.064140804;-0.4484511;20.118752;-17.75625;-13.931251
8922;-1.2107682;0.9738788;12.989438;-0.22403465;-0.1065959;-0.31589344;20.306252;-17.737501;-13.781251
8931;-0.92243314;0.7405786;12.498909;0.027030766;-0.109650224;-0.1995237;20.325;-17.6625;-13.781251
8941;-0.6364908;0.6376872;11.905489;0.29489496;-0.015577052;-0.099341884;20.456251;-17.831251;-13.856251
8950;-0.51565325;0.66999036;11.364711;0.5496256;0.083688475;-0.017180571;20.5125;-17.79375;-13.650001
8960;-0.5300102;0.7968099;10.916057;0.7536544;0.11636974;0.044822205;20.5125;-17.79375;-13.51875
8969;-0.6161518;1.0049855;10.445868;0.88621205;0.0736092;0.09552398;20.643751;-17.868752;-13.650001
8978;-0.6233303;1.2490535;9.926624;0.9485203;-0.02687805;0.14225514;20.98125;-17.475;-13.837501
8988;-0.52522457;1.5122639;9.487542;0.9439388;-0.17348559;0.19020802;21.018751;-17.400002;-13.856251
8997;-0.32422748;1.7850457;9.103494;0.88804466;-0.3329213;0.23449571;21.2625;-17.306252;-13.837501
9006;-0.023928227;2.085345;8.827123;0.7979421;-0.46273008;0.26045746;21.487501;-17.19375;-13.931251
9016;0.3493521;2.3581266;8.610572;0.6873756;-0.53236866;0.2531271;21.4125;-17.175001;-13.70625
9025;0.7585248;2.457429;8.390432;0.5667298;-0.5543598;0.20364705;21.431252;-17.2875;-13.593751
9034;1.0767702;2.487339;8.352147;0.43905905;-0.5497783;0.11446079;21.712502;-17.081251;-13.5375
9044;1.2921243;2.6117659;8.386844;0.30986115;-0.49754936;-0.004657844;21.862501;-17.025002;-13.368751
9053;1.5122639;2.6464617;8.385647;0.1876882;-0.38881543;-0.1381318;21.825;-17.15625;-13.181251
9063;1.6271194;2.6069803;8.319844;0.08170316;-0.23090689;-0.26702428;21.862501;-17.19375;-13.35
9072;1.6606189;2.4993033;8.233703;0.0016798781;-0.046731155;-0.38186684;21.7875;-17.118752;-13.63125
9081;1.5553347;2.4418755;8.128419;-0.049938194;0.13377939;-0.47532916;21.825;-17.00625;-13.743751
9091;1.2873386;2.4430718;8.097312;-0.063377224;0.27244568;-0.5434406;21.84375;-16.931252;-13.950001
9100;0.86979103;2.4119651;8.01117;-0.048716467;0.34849834;-0.58803374;21.88125;-16.81875;-14.3625
9109;0.4223332;2.3377876;7.8556366;-0.016646065;0.36102107;-0.60819227;21.6375;-17.081251;-14.55
9119;0.025124637;2.288735;7.6941214;0.021838415;0.32375833;-0.60391617;21.825;-16.893751;-14.625001
9128;-0.27756742;2.2995026;7.54457;0.06093376;0.2547306;-0.5745947;22.087502;-16.650002;-14.681251
9137;-0.46779683;2.359323;7.4476604;0.09422589;0.16737695;-0.52694726;22.03125;-16.63125;-14.56875
9147;-0.6041877;2.3712873;7.372287;0.11988221;0.08185588;-0.4802161;21.75;-16.78125;-14.3625
9156;-0.6891329;2.4155545;7.314859;0.12904519;0.0036651888;-0.439899;21.4125;-17.1375;-14.325001
9166;-0.7465607;2.495714;7.351948;0.11957678;-0.06444623;-0.41118836;21.5625;-17.00625;-14.231251
9175;-0.7477571;2.5579274;7.4189467;0.09117157;-0.10567961;-0.3916407;21.581251;-16.893751;-13.950001
9184;-0.72263247;2.6428726;7.493124;0.046883874;-0.11423171;-0.37545276;21.525002;-16.987501;-13.668751
9194;-0.64247286;2.6895328;7.5732837;-0.008399391;-0.10598504;-0.3577377;21.337502;-16.85625;-13.668751
9203;-0.56829536;2.745764;7.7312098;-0.06826414;-0.09224058;-0.34124434;21.375;-16.95;-13.743751
9212;-0.5455636;2.7625136;7.885547;-0.12812889;-0.0736092;-0.326889;21.206251;-17.081251;-13.743751
9222;-0.4941179;2.751746;8.073383;-0.17974696;-0.062002774;-0.31131196;21.16875;-16.837502;-13.725
9231;-0.42951167;2.6991038;8.283952;-0.22189663;-0.060475614;-0.2945132;21.1875;-16.59375;-13.875001
9240;-0.37328035;2.6476583;8.496913;-0.2594648;-0.06963859;-0.2749655;20.962502;-16.650002;-13.875001
9250;-0.2620141;2.5663023;8.729017;-0.28970262;-0.08429934;-0.25938845;20.75625;-16.875;-13.81875
9259;-0.22612174;2.5663023;8.968299;-0.31810784;-0.09987639;-0.24778202;20.775002;-16.612501;-14.175
9269;-0.22492532;2.5399811;9.182457;-0.34773478;-0.109039366;-0.2410625;20.625;-16.78125;-14.3625
9278;-0.23688944;2.5603201;9.364311;-0.37186393;-0.09193515;-0.2361756;20.362501;-16.66875;-14.475
9287;-0.25842485;2.6225336;9.439685;-0.38499752;-0.031154104;-0.22853978;20.4375;-16.6875;-14.587501
9297;-0.30987054;2.644069;9.452846;-0.38133234;0.06169734;-0.2126573;20.56875;-16.85625;-14.925
9306;-0.41156548;2.6548367;9.393025;-0.3639227;0.17043127;-0.18486296;20.7;-16.931252;-14.6625
9315;-0.54675996;2.6488547;9.292527;-0.3336849;0.2696968;-0.14088069;20.6625;-17.19375;-14.718751
9325;-0.7322037;2.626123;9.147761;-0.29733843;0.33414304;-0.07765619;20.831251;-17.0625;-15.000001
9334;-0.9391829;2.6392834;9.012567;-0.25977024;0.35582873;-0.0025198173;21.09375;-16.85625;-14.925
9343;-1.119841;2.7266214;8.920443;-0.22464553;0.33353218;0.0787252;21.16875;-16.987501;-15.168751
9353;-1.2634103;2.8319056;8.852247;-0.19104797;0.27977607;0.15661046;21.31875;-17.081251;-15.187501
9362;-1.3567305;2.9276185;8.776874;-0.15500695;0.21746786;0.22319472;21.581251;-16.7625;-15.187501
9371;-1.3519448;3.0005996;8.706285;-0.11682789;0.16676609;0.27847797;21.4125;-16.78125;-15.093751
9381;-1.3160524;3.0652058;8.65125;-0.07956514;0.13347395;0.3184896;21.28125;-16.725;-15.450001
9390;-1.2442678;3.1477582;8.640483;-0.043524116;0.116675176;0.34658942;21.337502;-16.3875;-15.525001
9400;-1.1521441;3.176472;8.627322;-0.018784093;0.11606431;0.36460993;21.018751;-16.462502;-15.31875
9409;-1.0624132;3.1920254;8.592627;-0.011453714;0.12400555;0.37652177;20.962502;-16.837502;-15.356251
9418;-1.0360922;3.199204;8.610572;-0.024281874;0.124616414;0.38385215;20.737501;-16.837502;-14.962501
9428;-1.0360922;3.2219357;8.691928;-0.056352276;0.11300998;0.3908771;20.456251;-17.081251;-14.925
9437;-0.9882358;3.231507;8.79482;-0.10033454;0.092851445;0.3985129;20.2875;-17.325;-14.718751
9446;-0.9092726;3.1740792;8.908479;-0.14859286;0.08185588;0.40462157;20.1375;-17.38125;-14.418751
9456;-0.8207382;3.0616167;9.073584;-0.1989892;0.083383046;0.40920305;20.362501;-17.456251;-13.968751
9465;-0.7262217;2.9515467;9.327223;-0.24999641;0.089797124;0.4165334;20.325;-17.587502;-14.08125
9474;-0.6735796;2.9156544;9.625129;-0.29122978;0.09957096;0.42936158;20.212502;-17.962502;-14.19375
9484;-0.62931234;2.8893332;9.9038925;-0.31474808;0.12095123;0.4437169;20.15625;-17.775002;-14.306251
9493;-0.56111693;2.8965118;10.070194;-0.31535894;0.17562363;0.45562875;20.268751;-17.75625;-14.512501
9503;-0.5096712;2.8725836;10.314262;-0.2924515;0.239459;0.46143198;20.4375;-17.71875;-14.475
9512;-0.46301118;2.9012976;10.536795;-0.240528;0.3243692;0.46570805;20.475;-17.456251;-14.56875
9521;-0.3804588;2.8989046;10.551151;-0.15256348;0.44196066;0.4812851;20.625;-17.625;-14.812501
9531;-0.30867413;2.9635108;10.396814;-0.030390523;0.59162253;0.5106066;20.60625;-17.79375;-14.962501
9540;-0.38404804;3.1633115;10.085748;0.111635536;0.7348703;0.5451205;20.56875;-17.962502;-14.75625
9549;-0.5288138;3.397808;9.859626;0.2509127;0.7712168;0.5665007;20.737501;-17.681252;-14.6625
9559;-0.6903293;3.455236;9.857233;0.3517054;0.6838631;0.55489427;20.53125;-18.16875;-14.38125
9568;-0.9164511;3.5377884;9.8632145;0.40301803;0.5555815;0.52312934;20.7;-18.28125;-14.212501
9577;-1.0875379;3.7292142;9.777073;0.40973756;0.42974338;0.48922634;20.5125;-18.1875;-14.118751
9587;-1.2394822;3.8464625;9.829716;0.3620901;0.27244568;0.44707665;20.60625;-18.487501;-14.325001
9596;-1.3387842;3.6933217;10.207782;0.2554942;0.060781047;0.38629562;20.643751;-18.337502;-14.212501
9606;-1.4093726;3.4672;10.723434;0.10002911;-0.16890411;0.32246023;20.2875;-18.13125;-14.118751
9615;-1.3328022;3.162115;11.246266;-0.07223476;-0.35674503;0.2766454;20.587502;-17.98125;-14.156251
9624;-1.1509477;2.8606195;11.757134;-0.22403465;-0.4572323;0.26656613;20.643751;-17.98125;-14.156251
9634;-1.0109676;2.6129622;12.216556;-0.33124143;-0.4807506;0.2851975;21.018751;-17.5125;-14.493751
9643;-0.96789676;2.4107687;12.658031;-0.38499752;-0.44440413;0.3117701;20.85;-17.60625;-14.75625
9652;-0.90089774;2.204986;13.097115;-0.37675086;-0.36804602;0.3438405;21.337502;-17.56875;-14.775001
9662;-0.7812566;2.0075781;13.287344;-0.30008733;-0.23793183;0.38263044;21.2625;-17.475;-14.718751
9671;-0.60658056;1.875973;13.131811;-0.16172644;-0.054061532;0.42416924;21.50625;-17.400002;-14.812501
9680;-0.45942193;1.719243;12.77528;0.015729768;0.11514801;0.45471248;21.73125;-17.475;-14.925
9690;-0.4833502;1.625923;12.4833555;0.18982624;0.1875355;0.45807222;21.75;-17.60625;-15.056251
9699;-0.6257231;1.6498512;12.276377;0.3318523;0.13683371;0.4305833;22.125;-17.38125;-15.281251
9709;-0.762114;1.7814565;12.100504;0.42226028;-0.004581486;0.38201955;22.050001;-17.5125;-15.1125
9718;-0.762114;1.8293129;11.916257;0.4628828;-0.17104214;0.32612544;22.275002;-17.325;-15.01875
9727;-0.6221339;1.8496519;11.702099;0.4637991;-0.28221953;0.27359107;22.237501;-17.19375;-15.187501
9737;-0.41156548;1.8089739;11.387443;0.4393645;-0.286801;0.23296855;22.181252;-17.41875;-14.981251
9746;-0.2321038;1.7419748;11.078769;0.41065386;-0.18997894;0.20334162;22.368752;-17.306252;-14.925
9755;-0.15074782;1.6773686;10.74497;0.37980518;-0.04886918;0.18501566;22.556252;-17.34375;-14.887501
9765;-0.17228323;1.6067804;10.419546;0.35231626;0.08735366;0.18257222;22.650002;-17.34375;-14.700001
9774;-0.2117648;1.591227;10.092926;0.3339903;0.18631376;0.18868086;22.6875;-17.34375;-14.700001
9783;-0.2739782;1.6235301;9.772287;0.32085672;0.24495678;0.19387321;22.518751;-17.362501;-14.531251
9793;-0.3290131;1.6845472;9.412168;0.31505352;0.2751946;0.19448407;22.40625;-17.737501;-14.175
9802;-0.31585258;1.7347964;9.077172;0.31230462;0.28344125;0.18929173;22.087502;-18.112501;-14.043751
9811;-0.28594232;1.7766708;8.740981;0.3065014;0.26816964;0.17554727;22.06875;-18.09375;-14.19375
9821;-0.28713873;1.847259;8.458628;0.29397866;0.23548837;0.1532507;21.862501;-18.337502;-14.19375
9830;-0.3493521;1.969293;8.275578;0.27046037;0.18539746;0.1211803;21.65625;-18.487501;-14.175
9840;-0.4223332;2.0350957;8.157132;0.23472479;0.12186752;0.087888174;21.393751;-18.7875;-14.118751
9849;-0.4642076;2.1128623;8.065009;0.19410229;0.062613636;0.058872093;21.300001;-18.975;-13.931251
9858;-0.5072784;2.1308086;8.039884;0.15225805;0.018325943;0.041157015;21.65625;-18.975;-13.875001
9868;-0.5706882;2.1355941;8.033902;0.119271345;-0.005497783;0.036880963;21.5625;-18.9375;-13.837501
9877;-0.61734825;2.0985055;8.067402;0.10216714;-0.011300999;0.049098257;21.75;-19.0125;-13.687501
9886;-0.6364908;2.1260228;8.087741;0.10461059;-0.0036651888;0.07506001;21.768751;-19.06875;-13.44375
9896;-0.65922266;2.1571295;8.051848;0.12293654;0.010384701;0.10346522;21.45;-19.556252;-12.825001
9905;-0.701097;2.1954148;8.015956;0.14584397;0.013744458;0.123929195;21.768751;-19.612501;-12.450001
9914;-0.70348984;2.251646;8.020741;0.16172644;-6.108648E-4;0.13309216;22.06875;-19.59375;-12.187501
9924;-0.65682983;2.3605196;7.9968133;0.16172644;-0.031459536;0.13248129;22.050001;-19.725;-11.793751
9933;-0.57906306;2.4598217;8.007581;0.14676027;-0.06811142;0.12454005;21.806252;-20.25;-11.94375
9943;-0.47258246;2.5471597;8.035098;0.117438756;-0.100181825;0.10835214;22.03125;-20.34375;-11.75625
9952;-0.3684947;2.6273193;8.088937;0.08170316;-0.116675176;0.08544471;21.956251;-20.41875;-11.3625
9961;-0.2847459;2.745764;8.093722;0.047189303;-0.107817635;0.055206906;22.050001;-20.7;-11.2875
9971;-0.22851457;2.8438697;8.094919;0.014813471;-0.08124501;0.021609342;22.425001;-20.38125;-11.475
9980;-0.2117648;2.9132617;8.123632;-0.012675445;-0.04978548;-0.010155627;21.84375;-20.8875;-11.418751
9989;-0.26679972;3.01376;8.1738825;-0.03497201;-0.027183482;-0.039477136;21.768751;-20.925001;-11.34375
9999;-0.34217364;3.0747771;8.233703;-0.0490219;-0.021685699;-0.061162837;21.525002;-21.09375;-11.25
10008;-0.4139583;3.1776686;8.29472;-0.05574141;-0.02535089;-0.07582359;21.45;-21.09375;-11.0625
10017;-0.4534399;3.2841492;8.325827;-0.05574141;-0.03604102;-0.085597426;21.35625;-21.13125;-11.08125
10027;-0.44865423;3.359523;8.342576;-0.04963276;-0.051007207;-0.09689843;21.150002;-21.225;-11.118751
10036;-0.44745782;3.4408789;8.334201;-0.043524116;-0.065667965;-0.114308074;21.112501;-21.35625;-10.762501
10046;-0.41754755;3.5042887;8.400003;-0.041691523;-0.08552107;-0.13935353;20.90625;-21.393751;-10.856251
10055;-0.40917268;3.5760734;8.429914;-0.04780017;-0.1075122;-0.16898046;21.112501;-21.243752;-10.89375
10064;-0.4642076;3.6454654;8.507681;-0.06062833;-0.12797616;-0.19860741;21.13125;-21.31875;-10.762501
10074;-0.47258246;3.7304106;8.612965;-0.08078687;-0.1472184;-0.22701262;21.300001;-21.28125;-10.9125
10083;-0.4761717;3.7962132;8.751749;-0.10522146;-0.16462806;-0.2541961;21.46875;-21.2625;-10.89375
10092;-0.45942193;3.8368912;8.903693;-0.13240494;-0.171653;-0.2841285;21.431252;-21.393751;-10.81875
10102;-0.44626144;3.7890346;9.0747795;-0.15195261;-0.16554436;-0.31375542;21.581251;-21.712502;-10.931251
10111;-0.41635114;3.7411783;9.250652;-0.15683953;-0.15118903;-0.33574656;21.393751;-21.993752;-11.00625
10120;-0.44985065;3.7280176;9.403793;-0.14767656;-0.14935644;-0.34399322;21.4125;-22.3125;-10.931251
10130;-0.46660042;3.6933217;9.5964155;-0.12079851;-0.16462806;-0.34032804;21.393751;-22.331251;-11.043751
10139;-0.49651068;3.682554;9.742377;-0.084452055;-0.17928882;-0.3342194;21.0375;-22.63125;-11.137501
10149;-0.46899325;3.6658044;9.777073;-0.042607818;-0.17776164;-0.32536185;21.0;-22.81875;-11.00625
10158;-0.4031906;3.6717863;9.762716;0.0016798781;-0.15882485;-0.3171152;20.75625;-23.025002;-10.875
10167;-0.36729828;3.7160535;9.657433;0.042302385;-0.120034926;-0.3116174;20.475;-23.325;-10.931251
10177;-0.36131623;3.7507496;9.440882;0.07651082;-0.0650571;-0.31436628;20.268751;-23.34375;-10.81875
10186;-0.40079778;3.7806597;9.131011;0.09575305;-0.013744458;-0.32536185;20.34375;-23.2875;-10.89375
10195;-0.5479564;3.8344984;8.79123;0.09758565;0.015882485;-0.33971718;20.19375;-23.60625;-10.743751
10205;-0.7286145;3.8285162;8.507681;0.08353576;0.008552107;-0.358654;20.362501;-23.75625;-10.44375
10214;-0.93559366;3.7830527;8.295917;0.050854493;-0.035430156;-0.3757582;20.362501;-23.625;-10.63125
10223;-1.1030912;3.711268;8.218149;0.004123337;-0.11514801;-0.38492116;20.362501;-23.90625;-10.81875
10233;-1.2406785;3.6227336;8.288737;-0.050243627;-0.21197008;-0.3852266;20.475;-23.775002;-10.81875
10242;-1.4045869;3.5724843;8.398808;-0.10674862;-0.31337363;-0.36781695;20.493752;-23.737501;-10.9875
10251;-1.5517455;3.507878;8.700303;-0.15378521;-0.42760533;-0.3342194;20.456251;-23.8875;-11.2875
10261;-1.6139588;3.400201;9.038888;-0.18555018;-0.5207622;-0.28382304;20.19375;-23.94375;-11.26875
10270;-1.570888;3.3164523;9.306884;-0.1800524;-0.5537489;-0.22151484;20.19375;-23.868752;-11.3625
10280;-1.4033905;3.2590244;9.482756;-0.14217877;-0.5259546;-0.15615231;19.837502;-23.98125;-11.55
10289;-1.2047862;3.205186;9.592826;-0.076816246;-0.45692685;-0.09812015;19.63125;-24.35625;-11.418751
10298;-1.0001999;3.1692936;9.635897;1.527162E-4;-0.3762927;-0.05535962;19.181252;-24.525002;-11.418751
10308;-0.80757767;3.1441689;9.610772;0.07987057;-0.31154105;-0.02481638;18.91875;-24.73125;-11.4375
10317;-0.6687939;3.2147572;9.568898;0.1461494;-0.28527385;-0.0064904382;18.825;-24.900002;-11.418751
10326;-0.6029913;3.3224342;9.54138;0.19288056;-0.31184646;0.0020616686;18.975;-24.843752;-11.08125
10336;-0.5419743;3.4337006;9.497113;0.22250749;-0.36529714;0.0054214248;18.65625;-25.125002;-11.0625
10345;-0.4881358;3.554538;9.436096;0.23808455;-0.40347618;0.011835505;18.50625;-25.25625;-11.3625
10354;-0.50368917;3.8261235;9.311669;0.25305074;-0.39553493;0.03718639;18.581251;-25.087502;-11.418751
10364;-0.57906306;4.3130627;9.194421;0.27656904;-0.4169152;0.081779525;18.46875;-25.125002;-11.475
10373;-0.45822555;4.5116673;9.434899;0.2784016;-0.56291187;0.112017326;18.375;-25.143751;-11.306251
10383;-0.20817557;4.3058844;9.847662;0.2603811;-0.7354812;0.10315979;18.206251;-25.2;-11.418751
10392;0.07058827;4.2711883;10.00798;0.23564109;-0.81061757;0.06956223;18.09375;-25.218752;-11.512501
10401;0.424726;4.3800616;10.092926;0.20967934;-0.80756325;0.02649626;17.643751;-25.406252;-11.606251
10411;0.8662018;4.253242;10.399207;0.159283;-0.79106987;-0.03611738;17.831251;-25.218752;-11.83125
10420;1.2598212;3.8321054;10.747363;0.0697913;-0.7476985;-0.13110685;17.831251;-25.087502;-11.64375
10429;1.5122639;3.4444683;11.005788;-0.054825112;-0.6383537;-0.24686573;17.737501;-25.143751;-11.7375
10439;1.6019948;3.2410784;11.069198;-0.20143266;-0.4386009;-0.36262462;17.90625;-24.91875;-12.0
10448;1.422533;3.0963125;11.07159;-0.35964665;-0.20158538;-0.46219558;18.16875;-24.862501;-12.0375
10457;1.0145568;2.8295128;11.017752;-0.5129737;-0.0048869182;-0.53458303;18.13125;-24.956251;-12.093751
10467;0.52522457;2.5375884;11.068001;-0.64705855;0.120034926;-0.56756973;18.206251;-24.975;-11.962501
10476;0.034695927;2.3102703;11.16491;-0.7362448;0.16707152;-0.55749047;18.54375;-24.862501;-12.01875
10486;-0.39361933;2.050649;11.33839;-0.7814488;0.13072506;-0.50556695;18.54375;-25.10625;-11.887501
10495;-0.7393822;1.7970098;11.474781;-0.77442384;0.05497783;-0.41576985;18.6375;-25.218752;-11.83125
10504;-0.95473623;1.6187445;11.536994;-0.7154754;-0.021685699;-0.3012327;18.65625;-25.35;-11.53125
10514;-0.930808;1.4249259;11.466406;-0.61132294;-0.059559315;-0.1796706;18.69375;-25.575;-11.418751
10523;-0.78723866;1.1952149;11.322837;-0.48059785;-0.051007207;-0.0712421;18.581251;-25.5375;-11.625
10532;-0.613759;1.0253245;11.169696;-0.33337945;-0.014660755;0.019165883;18.6;-25.725;-11.418751
10542;-0.48095736;0.96909314;11.003395;-0.18310672;0.023212861;0.092469655;18.6375;-25.781252;-11.2875
10551;-0.35413775;0.9320044;10.777273;-0.04291325;0.034819294;0.15263984;18.525002;-25.875002;-11.15625
