t;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
5580;-0.9499506;2.7266214;8.350951;-0.029397868;0.3245219;0.30100363;16.462502;-21.300001;-21.768751
5589;-0.9092726;2.644069;8.499306;-0.021762058;0.25427246;0.3346012;16.706251;-21.09375;-21.5625
5598;-0.81954175;2.5674987;8.666803;-0.010461059;0.17302746;0.3697259;16.96875;-20.643751;-21.431252
5608;-0.6999006;2.4849463;8.903693;0.003894263;0.08689552;0.40210176;16.893751;-20.643751;-21.150002
5617;-0.57547385;2.3892334;9.128618;0.022831071;0.0029016077;0.423482;17.23125;-20.456251;-21.0375
5627;-0.45104706;2.2504497;9.361918;0.043905906;-0.07864884;0.4356993;17.41875;-20.475;-20.831251
5636;-0.3385844;2.152344;9.647861;0.07108939;-0.14584397;0.43447757;17.643751;-20.268751;-20.8125
5645;-0.24526432;2.044667;9.882358;0.1004109;-0.19349141;0.41981682;17.6625;-20.25;-20.75625
5655;-0.1591227;2.003989;10.098908;0.1306487;-0.22464553;0.3969094;17.493752;-20.25;-20.85
5664;-0.10049855;1.995614;10.295119;0.15752676;-0.2310596;0.37186393;17.550001;-20.0625;-21.0
5673;-0.086141616;2.0422742;10.454242;0.17890702;-0.20326525;0.34834564;17.456251;-19.9125;-21.13125
5683;-0.1160519;2.1451654;10.632507;0.18929173;-0.1357647;0.33063057;17.41875;-19.59375;-21.2625
5692;-0.2440679;2.2851455;10.861022;0.18745913;-0.035582874;0.3263545;17.56875;-19.425001;-21.206251
5701;-0.40558344;2.4466612;11.05843;0.16821688;0.074067354;0.33551747;17.550001;-19.25625;-21.056252
5711;-0.69152576;2.8259234;11.19482;0.13492475;0.16478078;0.3572032;17.5125;-19.2;-21.018751
5720;-0.89730847;3.3224342;11.330015;0.087888174;0.23655738;0.38988444;17.60625;-18.9375;-21.075
5730;-0.8662018;3.426522;11.674582;0.03901899;0.3019199;0.43692103;17.8125;-18.712502;-20.681252
5739;-0.7465607;3.339184;12.173485;-0.017791437;0.31474808;0.4903717;17.8875;-18.525002;-20.325
5748;-0.55752766;3.353541;12.661621;-0.09659299;0.23961172;0.5157226;17.90625;-18.4125;-20.15625
5758;-0.30269206;3.3643086;13.208381;-0.19982915;0.10919208;0.48792824;17.8875;-18.46875;-20.19375
5767;-0.038285162;3.1286156;14.009976;-0.3107011;-0.029474225;0.40698865;17.625;-18.4125;-20.38125
5776;0.15314065;2.6153553;14.834304;-0.43745553;-0.18280129;0.26923865;17.6625;-18.0375;-20.6625
5786;0.317049;1.9573289;15.535401;-0.5810088;-0.37400195;0.066431545;17.475;-17.90625;-20.6625
5795;0.36131623;1.3076776;15.737595;-0.7242566;-0.5829177;-0.19776747;17.212502;-17.962502;-20.493752
5804;0.317049;0.7262217;15.541383;-0.83085245;-0.7344122;-0.49159342;17.325;-17.775002;-20.475
5814;0.07537391;0.21535404;15.163317;-0.8705587;-0.7524327;-0.76129025;17.1;-17.7;-20.79375
5823;-0.35294133;-0.043070808;14.504094;-0.8277981;-0.64553136;-0.9460768;17.118752;-17.6625;-20.737501
5832;-0.76689965;-0.13399807;13.46561;-0.7092904;-0.46654797;-0.9995275;17.268751;-17.4375;-20.475
5842;-1.2370893;-0.21415763;12.515658;-0.52450377;-0.19929464;-0.90667605;17.2875;-17.23125;-20.53125
5851;-1.6582261;-0.2739782;11.76192;-0.29054257;0.16203189;-0.6980657;16.81875;-17.550001;-20.4375
5861;-2.0422742;-0.10767702;11.254642;-0.027565273;0.5389354;-0.42164943;16.987501;-17.5125;-20.19375
5870;-2.4263222;0.19262223;10.8454685;0.22808164;0.8358157;-0.1348484;17.1;-17.175001;-20.212502
5879;-2.5579274;0.45224348;10.506885;0.43944085;0.9891428;0.12538;17.1;-17.00625;-20.362501
5889;-2.4705894;0.6269195;10.230514;0.57322025;0.9976949;0.33796093;17.306252;-16.931252;-20.175001
5898;-2.2181466;0.7322037;9.993624;0.6190351;0.8758274;0.48609564;17.15625;-16.837502;-20.5125
5907;-1.8999012;0.8362915;9.835697;0.5826886;0.6681334;0.5572614;17.15625;-16.5;-20.6625
5917;-1.5361922;0.8745767;9.741181;0.48831004;0.43233955;0.5548179;17.212502;-16.425001;-20.4375
5926;-1.2119647;0.83389866;9.6275215;0.36094472;0.21273366;0.48792824;17.4375;-16.1625;-20.118752
5935;-0.92602235;0.7752745;9.479167;0.23083054;0.039553493;0.37705627;17.268751;-15.900001;-20.081251
5945;-0.7262217;0.79441714;9.304491;0.119653136;-0.058795735;0.24541493;17.1375;-15.88125;-19.96875
5954;-0.6436693;0.84107715;9.083155;0.04085158;-0.06398808;0.12721258;17.081251;-15.69375;-19.893751
5964;-0.654437;0.8350951;8.829515;0.0075594517;0.012370012;0.056963142;16.9125;-15.58125;-19.875
5973;-0.8039884;0.8602197;8.624929;0.008170316;0.14156792;0.029779658;17.04375;-15.375001;-19.6875
5982;-1.026521;0.9236295;8.457432;0.025579963;0.2790125;0.031001387;16.893751;-15.562501;-19.5375
5992;-1.2705889;0.99661064;8.318648;0.046654798;0.38896814;0.045662142;16.95;-15.39375;-19.5
6001;-1.422533;1.0241281;8.218149;0.053679742;0.44822204;0.06093376;17.081251;-15.3;-19.518751
6010;-1.5421742;1.0695918;8.112865;0.04940369;0.45249808;0.075594515;17.175001;-15.056251;-19.25625
6020;-1.6163517;1.1162517;8.062616;0.041157015;0.41095927;0.08811724;17.0625;-15.093751;-19.10625
6029;-1.6618153;1.1688938;8.036295;0.024969097;0.3349066;0.10033454;17.025002;-15.000001;-18.9375
6038;-1.666601;1.1784651;8.020741;0.002367101;0.23228133;0.10919208;17.0625;-14.75625;-18.993752
6048;-1.599602;1.1593226;8.070991;-0.027870705;0.1262963;0.11133011;17.0625;-14.587501;-18.6375
6057;-1.5182459;1.1282159;8.1679;-0.06513346;0.025809037;0.10461059;17.025002;-14.2875;-18.5625
6067;-1.43689;1.0755738;8.295917;-0.10025818;-0.07040217;0.08811724;16.95;-14.137501;-18.6375
6076;-1.3639089;0.997807;8.390432;-0.13171771;-0.15683953;0.066431545;16.893751;-13.743751;-18.825
6085;-1.2418749;0.9774681;8.480164;-0.14515674;-0.22892158;0.044745844;16.837502;-13.70625;-19.125
6095;-1.1557333;0.9499506;8.550752;-0.13629921;-0.28145593;0.028863361;16.78125;-13.44375;-19.368752
6104;-1.0731809;0.9726824;8.544769;-0.10942116;-0.31261006;0.020616686;16.556252;-13.2375;-19.368752
6113;-0.9942178;0.98584294;8.525627;-0.066049755;-0.3263545;0.023365578;16.44375;-13.06875;-19.35
6123;-0.8877372;1.0085747;8.463413;-0.011377357;-0.31719154;0.0368046;16.48125;-12.76875;-19.743752
6132;-0.8147561;1.0576276;8.421539;0.04329504;-0.29550585;0.05818487;16.5375;-12.6;-20.00625
6141;-0.7405786;1.1389836;8.353344;0.09155336;-0.2667952;0.084757484;16.29375;-12.637501;-19.9125
6151;-0.68195444;1.2346965;8.312666;0.13003784;-0.2319759;0.11285727;16.275002;-12.618751;-20.025002
6160;-0.6436693;1.3339987;8.267202;0.15844305;-0.19440772;0.1375973;16.2;-12.637501;-20.081251
6170;-0.59342;1.430908;8.193025;0.17463097;-0.1565341;0.15439607;16.63125;-12.356251;-19.9125
6179;-0.552742;1.5134603;8.109276;0.18501566;-0.11896592;0.1574504;16.800001;-12.262501;-19.931252
6188;-0.5623133;1.6342978;8.037491;0.19112432;-0.07773254;0.1470657;16.78125;-12.225;-19.743752
6198;-0.64606214;1.7886349;7.975278;0.19356778;-0.03252855;0.12324197;16.575;-12.281251;-19.706251
6207;-0.72502524;1.969293;7.9154572;0.19020802;0.011453714;0.092087865;16.462502;-12.168751;-19.425001
6216;-0.7788638;2.1104696;7.8520474;0.18409938;0.044745844;0.062460925;16.48125;-11.775001;-19.5375
6226;-0.7920243;2.2085752;7.8281193;0.17157665;0.063377224;0.037415467;16.3125;-11.75625;-19.48125
6235;-0.80518484;2.2636101;7.810173;0.15630503;0.06093376;0.0151189035;16.3125;-11.418751;-19.48125
6244;-0.8243274;2.3198416;7.8687973;0.13095413;0.03649917;-0.007788526;15.975;-11.325001;-19.612501
6254;-0.78723866;2.3844478;7.9776707;0.10224349;-0.005345067;-0.0386372;16.143751;-11.00625;-19.9125
6263;-0.7106683;2.382055;8.120044;0.068340495;-0.06093376;-0.07009673;16.03125;-10.856251;-20.025002
6272;-0.5946164;2.359323;8.269595;0.034742933;-0.12782346;-0.10522146;16.181252;-10.556251;-19.85625
6282;-0.46779683;2.3641088;8.441878;0.0035888306;-0.19288056;-0.14370593;16.35;-10.2375;-19.95
6291;-0.38165522;2.3952155;8.599805;-0.030619597;-0.23533566;-0.18493931;16.59375;-10.200001;-19.893751
6301;-0.31944183;2.4634109;8.734999;-0.06024654;-0.24999641;-0.22495095;16.85625;-9.75;-19.893751
6310;-0.276371;2.5232315;8.817552;-0.08193224;-0.23991714;-0.25518876;17.00625;-9.58125;-19.893751
6319;-0.33140594;2.5591238;8.79482;-0.09262237;-0.19776747;-0.27473643;17.15625;-9.375;-19.931252
6329;-0.4319045;2.5842485;8.76491;-0.07551816;-0.12140937;-0.2829831;17.118752;-9.525001;-19.78125
6338;-0.5982057;2.6225336;8.744571;-0.03611738;-0.01847866;-0.28237224;17.362501;-9.58125;-19.800001
6347;-0.80518484;2.6955147;8.730213;0.016111558;0.075594515;-0.28237224;17.34375;-9.618751;-20.04375
6357;-1.0241281;2.6991038;8.839087;0.06467531;0.12538;-0.28878632;17.15625;-9.712501;-19.9125
6366;-1.2729816;2.658426;8.995817;0.09735657;0.115911596;-0.3037525;17.0625;-9.918751;-19.706251
6375;-1.5529419;2.544767;9.348758;0.1098793;0.03649917;-0.32757625;17.212502;-9.825001;-19.9125
6385;-1.8017955;2.4502504;9.801002;0.090942495;-0.107054055;-0.3715585;17.118752;-9.88125;-19.725
6394;-1.9549361;2.388037;10.319048;0.03810269;-0.31658068;-0.423482;17.00625;-9.95625;-19.81875
6404;-1.8711873;2.2384856;10.875379;-0.045280352;-0.5673407;-0.46624255;17.00625;-9.65625;-19.81875
6413;-1.6546369;2.111666;11.35514;-0.13843723;-0.8174898;-0.4903717;17.025002;-9.4875;-19.78125
6422;-1.5864414;2.2935205;11.669796;-0.2163225;-1.0099123;-0.49098256;17.00625;-9.525001;-19.59375
6432;-1.4715859;2.7218359;11.846865;-0.2529744;-1.0746639;-0.46318823;17.325;-9.450001;-19.725
6441;-1.0229317;2.635694;12.251252;-0.23098324;-0.9778418;-0.3755291;17.4375;-9.225;-19.743752
6450;-0.46181476;2.1104696;12.451053;-0.15859577;-0.8260419;-0.23014331;17.175001;-9.637501;-19.425001
6460;-0.1052842;1.8604196;12.260823;-0.07704532;-0.7014255;-0.1036943;17.325;-9.4875;-19.5375
6469;0.076570325;1.8771694;12.238091;-0.0184023;-0.5367974;-0.052687086;17.456251;-9.450001;-19.275002
6478;0.13998012;1.8783658;12.486945;0.0075594517;-0.3498728;-0.06704241;17.4375;-9.39375;-19.181252
6488;0.13758731;1.7790636;12.71187;-0.013820816;-0.2509127;-0.11377356;17.268751;-9.39375;-18.91875
6497;0.17706887;1.5170496;12.781262;-0.090178914;-0.2594648;-0.19226968;17.362501;-9.337501;-18.91875
6507;0.21655045;1.2430713;12.803994;-0.20502149;-0.3205513;-0.29947644;17.25;-9.150001;-18.7875
6516;0.20578274;1.0516455;12.722638;-0.32200208;-0.37278023;-0.4176788;17.1;-9.0375;-18.956251
6525;0.1363909;0.83748794;12.654443;-0.40660688;-0.36850417;-0.5206095;17.25;-8.85;-18.862501
6535;-0.013160525;0.6089734;12.44866;-0.42920887;-0.3113883;-0.57894707;17.1375;-8.887501;-18.84375
6544;-0.16031912;0.44506502;12.209377;-0.38583747;-0.24785839;-0.5871938;17.1;-8.85;-18.88125
6553;-0.317049;0.34337005;11.8588295;-0.28596106;-0.18890993;-0.5496256;16.837502;-9.375;-18.84375
6563;-0.42711884;0.317049;11.414961;-0.14546217;-0.14737113;-0.48029244;17.04375;-9.31875;-19.1625
6572;-0.42951167;0.2632105;10.966306;0.015195262;-0.123852834;-0.39599308;17.1;-9.13125;-19.21875
6581;-0.35533416;0.24047868;10.584651;0.16821688;-0.114689864;-0.31230462;17.175001;-9.262501;-19.1625
6591;-0.30867413;0.2656033;10.230514;0.28214318;-0.12568542;-0.24205516;17.38125;-9.3;-18.88125
6600;-0.23449662;0.3900301;9.887143;0.33223408;-0.15073088;-0.19685118;17.268751;-9.356251;-18.768751
6610;-0.14955142;0.47258246;9.582058;0.31451902;-0.16875139;-0.17272201;17.025002;-9.543751;-18.675001
6619;-0.078963146;0.51445687;9.317652;0.23266312;-0.17150028;-0.16875139;17.00625;-9.712501;-18.65625
6628;-0.08733802;0.5371887;9.159725;0.0994946;-0.16081016;-0.18371758;17.081251;-9.356251;-18.675001
6638;-0.13399807;0.58624154;9.004191;-0.07002038;-0.13820815;-0.21792601;16.9125;-9.4875;-18.73125
6647;-0.1902294;0.72382885;8.961121;-0.25266895;-0.09911281;-0.25579962;16.725;-9.65625;-18.65625
6656;-0.22612174;0.9176475;8.979067;-0.4182133;-0.04046979;-0.27870706;16.706251;-9.918751;-18.50625
6666;-0.25004998;1.0660025;8.985049;-0.53824824;0.016951498;-0.2689332;16.6875;-9.993751;-18.46875
6675;-0.2428715;1.1641082;8.913264;-0.5993347;0.07101303;-0.22861615;16.59375;-10.06875;-18.54375
6684;-0.2009971;1.2131611;8.812766;-0.5987238;0.117438756;-0.16752967;16.95;-10.25625;-18.150002
6694;-0.15433706;1.2658032;8.694321;-0.55077094;0.17577635;-0.10949751;16.987501;-10.33125;-17.85
6703;-0.13040884;1.375873;8.601001;-0.46922052;0.23625195;-0.064904384;17.1;-10.59375;-17.587502
6712;-0.15074782;1.5098711;8.549556;-0.37209302;0.28634286;-0.03497201;17.23125;-10.668751;-17.212502
6722;-0.2105684;1.6235301;8.563912;-0.28229588;0.31199917;-0.022754714;17.1375;-11.00625;-16.650002
6731;-0.29910284;1.707279;8.597412;-0.20715952;0.3092503;-0.023365578;16.931252;-11.00625;-16.66875
6741;-0.41994038;1.707279;8.695518;-0.15493058;0.27290383;-0.043218683;16.63125;-11.306251;-16.59375
6750;-0.55034924;1.6761723;8.750552;-0.1146135;0.20479241;-0.07895427;16.63125;-11.4375;-16.706251
6759;-0.6029913;1.6091732;8.76491;-0.07887791;0.114079;-0.13179408;16.40625;-11.175;-16.85625
6769;-0.61016977;1.605584;8.691928;-0.033979353;0.027030766;-0.1913534;16.21875;-11.08125;-17.00625
6778;-0.63529444;1.6211374;8.596215;0.0240528;-0.035582874;-0.23655738;16.181252;-11.00625;-17.081251
6787;-0.7082755;1.6187445;8.49452;0.09185879;-0.066126116;-0.25610507;16.125;-10.9125;-17.34375
6797;-0.76570326;1.666601;8.458628;0.15630503;-0.06185006;-0.25488332;16.237501;-10.6875;-17.90625
6806;-0.7645068;1.8077775;8.475378;0.20303617;-0.031001387;-0.23411393;16.1625;-10.70625;-17.98125
6815;-0.71665037;1.9573289;8.385647;0.23021966;-0.003817905;-0.18646647;16.181252;-10.59375;-18.150002
6825;-0.6305088;2.0614166;8.286345;0.24396412;0.01970039;-0.10919208;16.143751;-10.44375;-17.94375
6834;-0.48215377;2.0961127;8.212168;0.23968807;0.060017463;-0.01970039;16.10625;-10.425;-18.206251
6844;-0.38524446;2.1128623;8.196614;0.22288929;0.10522146;0.066126116;15.8625;-10.5;-18.13125
6853;-0.3074777;2.14038;8.2456665;0.1871537;0.1443168;0.12507457;15.76875;-10.51875;-18.018751
6862;-0.30508488;2.2061825;8.400003;0.12912154;0.16508621;0.14767656;15.4875;-10.6875;-17.925001
6872;-0.2847459;2.2875385;8.523234;0.053068876;0.15622866;0.13301581;15.243751;-10.96875;-17.75625
6881;-0.25722843;2.3258235;8.598608;-0.030619597;0.12202024;0.099723674;15.187501;-10.89375;-17.925001
6890;-0.26919255;2.2815564;8.6345005;-0.09873102;0.08720095;0.06429352;15.243751;-10.837501;-18.0
6900;-0.32662028;2.2241287;8.671589;-0.14057526;0.081397735;0.033139415;15.20625;-11.025001;-18.09375
6909;-0.4103691;2.1343977;8.732606;-0.14729477;0.10308343;0.014202606;15.375001;-11.175;-17.90625
6918;-0.5276174;2.0805593;8.784052;-0.124692775;0.1244637;0.011148282;15.562501;-11.212501;-18.0375
6928;-0.6149554;2.0518453;8.833105;-0.08620829;0.1262963;0.03008509;15.562501;-11.306251;-18.35625
6937;-0.634098;2.0542383;8.878569;-0.04130973;0.10827578;0.06704241;15.562501;-11.3625;-17.94375
6947;-0.6041877;2.0315065;8.937193;-0.0037415468;0.0810923;0.11285727;15.58125;-11.55;-17.6625
6956;-0.5563313;2.0195422;9.016156;0.019776747;0.056963142;0.16447534;15.450001;-11.90625;-17.38125
6965;-0.52163535;1.9872392;9.113065;0.02649626;0.042302385;0.21364996;15.243751;-12.225;-17.175001
6975;-0.48454657;1.9453648;9.230313;0.020998476;0.045967575;0.25152358;15.056251;-12.637501;-17.081251
6984;-0.4235296;1.8807586;9.367901;0.0045051277;0.062460925;0.2780962;14.925;-12.937501;-17.23125
6993;-0.36610186;1.8065811;9.561719;-0.013820816;0.076816246;0.29642212;15.0375;-12.918751;-17.325
7003;-0.3278167;1.7300107;9.58804;-0.028481571;0.07987057;0.30589053;15.0375;-13.087501;-17.212502
7012;-0.21535404;1.6558332;9.8117695;-0.027565273;0.067653276;0.30619597;15.243751;-13.218751;-17.5125
7021;-0.15672988;1.5864414;9.868001;-0.02328922;0.08170316;0.2961167;15.4125;-12.993751;-17.587502
7031;-0.04426722;1.5194423;9.949356;-6.8722287E-4;0.07925971;0.29153523;15.450001;-12.937501;-17.831251
7040;0.047856454;1.410569;10.033105;0.030161448;0.08384119;0.29550585;15.450001;-12.975;-17.925001
7050;0.16869399;1.2897314;10.103694;0.07231112;0.07987057;0.3092503;15.525001;-12.675;-18.0375
7059;0.27756742;1.1916257;10.158729;0.117820546;0.06551525;0.3245219;15.20625;-12.88125;-17.8125
7068;0.36729828;1.125823;10.158729;0.16332997;0.050854493;0.3349066;14.906251;-13.275001;-17.56875
7078;0.4354937;1.174876;10.153943;0.20731224;0.052687086;0.33887723;14.868751;-13.293751;-17.643751
7087;0.38165522;1.3052847;10.086944;0.24549128;0.077121675;0.3318523;14.64375;-13.462501;-17.737501
7096;0.31226337;1.5529419;9.984053;0.27511823;0.12873976;0.3263545;14.493751;-13.44375;-18.16875
7106;0.101694964;1.969293;9.784252;0.29344416;0.2121228;0.32971427;14.681251;-13.406251;-17.8875
7115;-0.10289137;2.501696;9.46481;0.30902123;0.33032513;0.3517054;14.6625;-13.387501;-18.13125
7124;-0.19860429;2.7338;9.42174;0.32520914;0.48640108;0.40026915;14.55;-13.593751;-18.337502
7134;-0.15792629;2.4993033;9.619147;0.33070692;0.61132294;0.47265664;14.812501;-13.312501;-18.581251
7143;-0.13280165;2.3042881;9.882358;0.30474517;0.61620986;0.5410735;14.75625;-13.425;-18.75
7152;-0.18305093;2.2851455;10.254441;0.23357943;0.5157226;0.57894707;14.606251;-13.462501;-18.73125
7162;-0.17347965;2.1140587;10.863415;0.1333976;0.35506517;0.5874992;14.437501;-13.425;-18.675001
7171;-0.24047868;1.7587247;11.55853;0.026190827;0.14401138;0.56184286;14.55;-13.481251;-18.431252
7181;-0.29910284;1.3806586;12.190235;-0.088651754;-0.12140937;0.47876528;14.343751;-13.51875;-18.46875
7190;-0.3900301;1.1222339;12.731013;-0.20441063;-0.41340274;0.32268932;14.493751;-13.406251;-18.431252
7199;-0.506082;1.1018949;13.07558;-0.31100652;-0.6656899;0.108886644;14.587501;-13.218751;-18.1875
7209;-0.63170516;1.1940185;13.099507;-0.4011091;-0.8116866;-0.11804962;14.55;-13.406251;-17.962502
7218;-0.7537391;1.1018949;12.966706;-0.45822495;-0.80557793;-0.3046688;14.700001;-13.087501;-17.8875
7227;-0.85184485;0.87218386;12.722638;-0.47227484;-0.64919657;-0.42134398;14.7375;-13.06875;-17.60625
7237;-1.0540384;0.66161543;12.533605;-0.44325876;-0.41218102;-0.457385;14.887501;-13.06875;-17.71875
7246;-1.2993027;0.5300102;12.455838;-0.38705918;-0.18188499;-0.41523534;14.812501;-13.275001;-17.831251
7255;-1.5302101;0.4989035;12.558729;-0.31283912;-0.0386372;-0.31169376;15.01875;-13.368751;-18.056252
7265;-1.6594225;0.44865423;12.780066;-0.2410625;-0.02611447;-0.16997312;15.000001;-13.425;-17.681252
7274;-1.544567;0.31226337;12.972688;-0.18180864;-0.15164718;-0.031306818;14.94375;-13.44375;-17.737501
7284;-1.3124632;0.1268196;13.067204;-0.14026983;-0.35995206;0.06276636;14.85;-13.51875;-17.85
7293;-1.0420742;-0.033499517;13.055241;-0.11247548;-0.5551234;0.089033544;14.962501;-13.575001;-17.831251
7302;-0.7704889;-0.05742774;12.9236355;-0.09445497;-0.6901245;0.05665771;15.075001;-13.650001;-18.075
7312;-0.4989035;0.0023928226;12.624533;-0.082848534;-0.7490729;-0.0050396346;14.962501;-13.725;-17.962502
7321;-0.2656033;0.06699903;12.177074;-0.067271486;-0.7179188;-0.056046844;14.981251;-13.762501;-17.868752
7330;-0.03589234;0.0741775;11.596815;-0.037949976;-0.6049088;-0.0697913;14.681251;-13.762501;-17.7
7340;0.17826529;0.12562318;10.953146;0.009086614;-0.4231766;-0.0481056;14.6625;-13.70625;-17.925001
7349;0.29910284;0.28235307;10.291531;0.07353285;-0.20631959;0.006261364;14.26875;-14.062501;-17.775002
7358;0.29790643;0.47377887;9.670592;0.15111268;0.009010255;0.08414663;14.2875;-14.00625;-17.71875
7368;0.22253251;0.62811595;9.107083;0.23174682;0.19960007;0.16966769;14.306251;-14.137501;-17.7
7377;0.13519448;0.75613195;8.65125;0.3023017;0.36147922;0.240528;14.062501;-14.19375;-17.38125
7387;-0.020338992;0.91405827;8.258827;0.35361436;0.47784898;0.29092434;14.2875;-13.9125;-17.53125
7396;-0.11365908;1.099502;7.921439;0.3777435;0.534354;0.32024586;14.19375;-14.062501;-17.41875
7405;-0.19381863;1.247857;7.6833534;0.37896523;0.5450441;0.3336849;14.250001;-14.025001;-17.34375
7415;-0.2440679;1.3459628;7.4847493;0.36369362;0.5184715;0.33796093;14.231251;-14.231251;-17.268751
7424;-0.25004998;1.3854443;7.280163;0.337121;0.4659371;0.33154687;14.531251;-13.9875;-17.625
7433;-0.23569304;1.410569;7.111469;0.3108538;0.40362892;0.31841326;14.587501;-13.9125;-17.681252
7443;-0.25842485;1.3986049;6.9942207;0.28886268;0.34193155;0.3028362;14.56875;-13.781251;-17.737501
7452;-0.3385844;1.4596218;6.9762745;0.27053675;0.28451028;0.29397866;14.625001;-13.687501;-17.94375
7461;-0.44865423;1.5780666;6.969096;0.25770858;0.22250749;0.2961167;14.45625;-13.81875;-17.775002
7471;-0.5024927;1.6761723;7.038488;0.24488042;0.15195261;0.30863944;14.625001;-13.425;-18.0375
7480;-0.54675996;1.7455641;7.179664;0.2277762;0.07467822;0.33001968;14.775001;-13.312501;-18.150002
7489;-0.5395815;1.7730815;7.3136625;0.20059273;-0.008399391;0.3480402;14.868751;-13.2375;-18.0375
7499;-0.4235296;1.7204394;7.420143;0.1636354;-0.099418245;0.35231626;14.94375;-13.14375;-17.831251
7508;-0.276371;1.7048861;7.5254273;0.12056944;-0.17608178;0.3367392;14.887501;-13.218751;-17.8875
7518;-0.12801601;1.6953149;7.6941214;0.06589704;-0.22098033;0.3006982;14.75625;-13.14375;-18.150002
7527;0.013160525;1.7036897;7.8927255;0.0014508038;-0.23441936;0.24694209;14.94375;-13.031251;-18.300001
7536;0.08973085;1.6510476;8.094919;-0.0712421;-0.22525638;0.18035783;14.981251;-13.06875;-18.375
7546;0.11724831;1.6043876;8.29472;-0.1485165;-0.19929464;0.11102467;15.000001;-13.06875;-18.31875
7555;0.0634098;1.5613167;8.545966;-0.21754421;-0.16081016;0.04535671;14.83125;-13.2375;-18.54375
7564;-0.021535404;1.4835501;8.800801;-0.27740896;-0.12140937;-0.016646065;14.6625;-13.33125;-18.73125
7574;-0.11006984;1.430908;9.049655;-0.3183369;-0.09453133;-0.0716239;14.56875;-13.481251;-18.84375
7583;-0.18185452;1.396212;9.249456;-0.3400226;-0.081397735;-0.117744185;14.681251;-13.406251;-18.88125
7592;-0.2321038;1.3734802;9.396614;-0.33880088;-0.07773254;-0.15164718;14.531251;-13.593751;-18.712502
7602;-0.24765715;1.3387842;9.515059;-0.31467173;-0.07009673;-0.17027856;14.400001;-13.743751;-18.675001
7611;-0.25004998;1.3603196;9.639486;-0.27435464;-0.057879437;-0.17394374;14.45625;-13.837501;-18.7875
7621;-0.20338993;1.3830515;9.726824;-0.22701262;-0.0481056;-0.16844596;14.418751;-14.118751;-18.5625
7630;-0.17706887;1.416551;9.801002;-0.18119776;-0.04291325;-0.15897755;14.587501;-13.950001;-18.431252
7639;-0.14356937;1.4859428;9.830912;-0.13385575;-0.037415467;-0.14981459;14.681251;-13.8;-18.46875
7649;-0.101694964;1.4679967;9.932607;-0.08926262;-0.0368046;-0.1470657;14.906251;-13.856251;-18.4125
7658;-0.09451649;1.4656038;10.017552;-0.055054188;-0.054825112;-0.15409064;14.775001;-14.025001;-18.300001
7667;-0.04546363;1.4500505;10.073783;-0.02573268;-0.09880738;-0.17577635;15.243751;-13.856251;-18.225
7677;0.013160525;1.5086746;9.976874;-0.0022143847;-0.15134175;-0.20540328;15.39375;-13.81875;-18.1875
7686;0.083748795;1.558924;9.834501;0.016416991;-0.1754709;-0.23136504;15.3;-14.025001;-18.225
7695;0.13758731;1.6043876;9.652647;0.03413207;-0.14217877;-0.24297146;15.356251;-14.062501;-18.46875
7705;0.0741775;1.6534405;9.461221;0.04818196;-0.0594066;-0.2414443;15.262501;-14.418751;-18.6375
7714;-0.016749758;1.747957;9.349955;0.05215258;0.05146536;-0.23441936;15.243751;-14.531251;-18.806252
7724;-0.14955142;1.835295;9.266206;0.04054615;0.1632536;-0.22861615;15.543751;-14.212501;-18.73125
7733;-0.30029923;1.8628124;9.217153;0.02008218;0.24938555;-0.22617269;15.618751;-14.212501;-18.862501
7742;-0.4953143;1.8221345;9.335598;-0.0058795735;0.29550585;-0.22525638;15.543751;-14.212501;-18.900002
7752;-0.67477596;1.7670995;9.533006;-0.03581195;0.28695372;-0.22586726;15.731251;-14.156251;-18.862501
7761;-0.79800636;1.7790636;9.8524475;-0.066049755;0.21334453;-0.23044874;15.843751;-13.89375;-18.7875
7770;-0.86261255;1.8400806;10.217353;-0.08987348;0.08414663;-0.23533566;15.618751;-13.875001;-18.6375
7780;-0.762114;1.8664017;10.543973;-0.10392337;-0.08811724;-0.23777911;15.76875;-13.743751;-18.225
7789;-0.58265233;1.9322042;10.754541;-0.08804089;-0.26313;-0.229227;15.95625;-13.70625;-17.98125
7798;-0.49172506;2.132005;10.796415;-0.039171703;-0.39813113;-0.21181737;15.637501;-14.08125;-17.962502
7808;-0.50009996;2.5268207;10.766505;0.03657553;-0.4488329;-0.18493931;15.656251;-14.118751;-17.868752
7817;-0.30269206;2.6344976;10.922039;0.13828452;-0.39660397;-0.14187334;15.6;-14.156251;-17.94375
7827;-0.009571291;2.4023938;11.035698;0.2409098;-0.32238388;-0.07925971;15.31875;-14.2875;-17.94375
7836;0.3182454;2.2576282;10.947164;0.30810493;-0.3016145;-0.023976443;15.525001;-14.19375;-17.79375
7845;0.64965135;2.2612174;10.936396;0.32001677;-0.28878632;-7.6358096E-4;15.750001;-14.00625;-17.56875
7855;0.99900347;2.1451654;11.139786;0.28275403;-0.23838998;0.008399391;15.618751;-14.212501;-17.71875
7864;1.3268201;1.8173488;11.485549;0.19814926;-0.18952079;0.018784093;15.4875;-14.418751;-17.493752
